date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.08,,,,,,,,910,,,actual
04-10-2021,87.41,848,815,902,85.81,89.67,848 [815 - 902],87.41% [85.81% - 89.67%],1327,1039,1731,projected
04-17-2021,87.42,819,776,907,85.71,89.88,819 [776 - 907],87.42% [85.71% - 89.88%],1328,1022,1769,projected
04-24-2021,87.27,819,773,929,85.07,91.47,819 [773 - 929],87.27% [85.07% - 91.47%],1301,908,2053,projected
05-01-2021,87.16,792,739,924,84.62,92.91,792 [739 - 924],87.16% [84.62% - 92.91%],1282,827,2311,projected
05-08-2021,86.95,767,709,918,84.03,94.25,767 [709 - 918],86.95% [84.03% - 94.25%],1244,722,2551,projected
05-15-2021,86.75,712,653,883,83.48,95.36,712 [653 - 883],86.75% [83.48% - 95.36%],1209,623,2750,projected
05-22-2021,86.3,653,592,824,82.89,96.01,653 [592 - 824],86.3% [82.89% - 96.01%],1127,517,2866,projected
