date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,107.59,2501,2449,2566,106.37,108.98,2501 [2449 - 2566],107.59% [106.37% - 108.98%],4938,4719,5186,projected
02-06-2021,108.37,2577,2482,2703,104.09,113.83,2577 [2482 - 2703],108.37% [104.09% - 113.83%],5078,4312,6054,projected
02-13-2021,109.27,2666,2531,2851,101.77,119.33,2666 [2531 - 2851],109.27% [101.77% - 119.33%],5238,3896,7040,projected
02-20-2021,109.7,2652,2489,2902,99.66,123.97,2652 [2489 - 2902],109.7% [99.66% - 123.97%],5316,3518,7870,projected
02-27-2021,109.63,2435,2269,2722,98.86,125.28,2435 [2269 - 2722],109.63% [98.86% - 125.28%],5303,3376,8104,projected
03-06-2021,108.07,2089,1922,2385,95.74,127.96,2089 [1922 - 2385],108.07% [95.74% - 127.96%],5024,2817,8584,projected
03-13-2021,104.72,1674,1523,1965,92.27,126.78,1674 [1523 - 1965],104.72% [92.27% - 126.78%],4425,2196,8373,projected
