date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
03-13-2021,85.54,,,,,,,,991,,,actual
03-20-2021,84.94,,,,,,,,885,,,actual
03-27-2021,84.87,,,,,,,,872,,,actual
04-03-2021,85.32,830,808,863,84.86,85.89,830 [808 - 863],85.32% [84.86% - 85.89%],953,869,1054,projected
04-10-2021,85.43,848,815,902,84.17,87.1,848 [815 - 902],85.43% [84.17% - 87.1%],972,747,1270,projected
04-17-2021,85.42,819,776,907,84.04,87.42,819 [776 - 907],85.42% [84.04% - 87.42%],970,723,1328,projected
04-24-2021,85.26,819,773,929,83.48,89.02,819 [773 - 929],85.26% [83.48% - 89.02%],941,623,1615,projected
05-01-2021,85.21,792,739,924,83.3,89.6,792 [739 - 924],85.21% [83.3% - 89.6%],932,591,1718,projected
05-08-2021,85.03,767,709,918,82.82,90.58,767 [709 - 918],85.03% [82.82% - 90.58%],901,505,1894,projected
05-15-2021,84.87,712,653,883,82.44,91.33,712 [653 - 883],84.87% [82.44% - 91.33%],871,436,2028,projected
