date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,90.97,1724,1688,1785,90.08,92.2,1724 [1688 - 1785],90.97% [90.08% - 92.2%],1964,1805,2184,projected
01-16-2021,92.58,1991,1903,2096,89.87,96.25,1991 [1903 - 2096],92.58% [89.87% - 96.25%],2251,1767,2909,projected
01-23-2021,95.04,2386,2270,2555,90.84,100.93,2386 [2270 - 2555],95.04% [90.84% - 100.93%],2691,1941,3746,projected
01-30-2021,97.16,2709,2555,2965,91.1,106.59,2709 [2555 - 2965],97.16% [91.1% - 106.59%],3072,1987,4759,projected
02-06-2021,98.95,2987,2793,3344,91.13,112.61,2987 [2793 - 3344],98.95% [91.13% - 112.61%],3391,1992,5837,projected
02-13-2021,100.09,3153,2936,3603,90.86,118.06,3153 [2936 - 3603],100.09% [90.86% - 118.06%],3596,1944,6812,projected
02-20-2021,100.53,3222,2978,3751,90.2,122.39,3222 [2978 - 3751],100.53% [90.2% - 122.39%],3675,1825,7587,projected
