HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
1,AL- BIRMINGHAM,81.86,151,134,184,80.41,84.35,151 [134 - 184],81.86% [80.41% - 84.35%],05-12-2020
2,AL- DOTHAN,80.0,0,0,2,80.0,81.2,0 [0 - 2],80.0% [80.0% - 81.2%],05-12-2020
5,AL- HUNTSVILLE,81.27,18,16,25,80.37,83.3,18 [16 - 25],81.27% [80.37% - 83.3%],05-12-2020
6,AL- MOBILE,81.41,34,31,43,80.7,83.36,34 [31 - 43],81.41% [80.7% - 83.36%],05-12-2020
7,AL- MONTGOMERY,81.46,21,19,24,80.26,82.98,21 [19 - 24],81.46% [80.26% - 82.98%],05-12-2020
9,AL- TUSCALOOSA,81.46,14,14,17,80.7,83.51,14 [14 - 17],81.46% [80.7% - 83.51%],05-12-2020
11,AZ- MESA,86.09,118,109,145,82.98,94.55,118 [109 - 145],86.09% [82.98% - 94.55%],05-12-2020
12,AZ- PHOENIX,83.89,291,269,357,81.91,89.33,291 [269 - 357],83.89% [81.91% - 89.33%],05-12-2020
14,AZ- SUN CITY,82.53,15,14,20,81.23,86.05,15 [14 - 20],82.53% [81.23% - 86.05%],05-12-2020
15,AZ- TUCSON,83.07,75,69,93,81.11,87.49,75 [69 - 93],83.07% [81.11% - 87.49%],05-12-2020
16,AR- FORT SMITH,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
18,AR- JONESBORO,80.0,0,0,0,80.0,80.33,0 [0 - 0],80.0% [80.0% - 80.33%],05-12-2020
19,AR- LITTLE ROCK,81.06,56,49,65,80.1,82.04,56 [49 - 65],81.06% [80.1% - 82.04%],05-12-2020
21,AR- SPRINGDALE,80.41,0,0,1,80.0,81.14,0 [0 - 1],80.41% [80.0% - 81.14%],05-12-2020
22,AR- TEXARKANA,80.0,0,0,0,80.0,80.61,0 [0 - 0],80.0% [80.0% - 80.61%],05-12-2020
23,CA- ORANGE CO.,82.47,187,171,236,80.99,86.9,187 [171 - 236],82.47% [80.99% - 86.9%],05-12-2020
25,CA- BAKERSFIELD,80.83,28,26,37,80.3,82.52,28 [26 - 37],80.83% [80.3% - 82.52%],05-12-2020
31,CA- CHICO,80.92,0,0,3,80.0,83.59,0 [0 - 3],80.92% [80.0% - 83.59%],05-12-2020
33,CA- CONTRA COSTA CO.,87.35,144,131,181,82.85,99.67,144 [131 - 181],87.35% [82.85% - 99.67%],05-12-2020
43,CA- FRESNO,81.71,37,33,46,80.44,84.56,37 [33 - 46],81.71% [80.44% - 84.56%],05-12-2020
56,CA- LOS ANGELES,82.24,552,501,698,80.89,86.27,552 [501 - 698],82.24% [80.89% - 86.27%],05-12-2020
58,CA- MODESTO,83.72,60,54,78,81.34,90.59,60 [54 - 78],83.72% [81.34% - 90.59%],05-12-2020
62,CA- NAPA,84.69,26,23,32,80.86,91.17,26 [23 - 32],84.69% [80.86% - 91.17%],05-12-2020
65,CA- ALAMEDA CO.,86.56,218,197,274,82.57,97.49,218 [197 - 274],86.56% [82.57% - 97.49%],05-12-2020
69,CA- PALM SPR/RANCHO MIR.,81.65,14,13,19,80.57,84.65,14 [13 - 19],81.65% [80.57% - 84.65%],05-12-2020
73,CA- REDDING,82.16,20,18,26,80.46,86.01,20 [18 - 26],82.16% [80.46% - 86.01%],05-12-2020
77,CA- SACRAMENTO,84.97,234,211,294,81.78,93.63,234 [211 - 294],84.97% [81.78% - 93.63%],05-12-2020
78,CA- SALINAS,84.38,33,30,42,81.64,92.23,33 [30 - 42],84.38% [81.64% - 92.23%],05-12-2020
79,CA- SAN BERNARDINO,82.81,159,144,203,81.11,87.92,159 [144 - 203],82.81% [81.11% - 87.92%],05-12-2020
80,CA- SAN DIEGO,83.85,266,241,338,81.45,90.76,266 [241 - 338],83.85% [81.45% - 90.76%],05-12-2020
