date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
10-04-2020,84,77,90
10-05-2020,79,73,83
10-06-2020,76,71,80
10-07-2020,102,94,104
10-08-2020,100,94,103
10-09-2020,104,94,108
10-10-2020,103,96,105
10-11-2020,101,99,105
10-12-2020,108,103,111
10-13-2020,115,111,117
10-14-2020,107,103,111
10-15-2020,108,105,112
10-16-2020,109,100,113
10-17-2020,109,101,113
10-18-2020,110,105,114
10-19-2020,113,105,117
10-20-2020,114,106,124
10-21-2020,115,106,129
10-22-2020,118,106,137
10-23-2020,122,104,144
10-24-2020,126,104,151
10-25-2020,127,104,158
10-26-2020,134,105,166
10-27-2020,136,108,172
10-28-2020,137,108,180
10-29-2020,139,107,187
10-30-2020,140,105,193
10-31-2020,142,104,206
11-01-2020,147,104,217
11-02-2020,151,104,225
11-03-2020,157,105,231
11-04-2020,163,105,243
11-05-2020,167,107,252
11-06-2020,169,108,260
11-07-2020,172,109,272
11-08-2020,176,110,283
11-09-2020,180,108,292
11-10-2020,184,106,303
11-11-2020,183,107,318
11-12-2020,188,108,332
11-13-2020,191,109,345
11-14-2020,194,109,356
11-15-2020,195,108,371
11-16-2020,201,108,379
11-17-2020,203,108,397
11-18-2020,204,107,412
11-19-2020,207,106,424
11-20-2020,207,109,435
11-21-2020,214,106,450
11-22-2020,214,107,462
11-23-2020,218,105,478
11-24-2020,220,103,493
11-25-2020,220,102,514
11-26-2020,223,103,520
11-27-2020,225,104,536
11-28-2020,227,102,551
11-29-2020,218,96,551
11-30-2020,220,94,564
12-01-2020,214,84,562
12-02-2020,215,84,574
12-03-2020,204,81,566
12-04-2020,205,79,577
12-05-2020,202,75,563
