date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
01-09-2021,95.15,,,,,,,,2711,,,actual
01-16-2021,95.76,,,,,,,,2820,,,actual
01-23-2021,100.81,,,,,,,,3724,,,actual
01-30-2021,82.03,2501,2449,2566,81.74,82.38,2501 [2449 - 2566],82.03% [81.74% - 82.38%],364,312,426,projected
02-06-2021,82.08,2577,2482,2703,81.56,82.78,2577 [2482 - 2703],82.08% [81.56% - 82.78%],373,280,497,projected
02-13-2021,82.15,2666,2531,2851,81.4,83.17,2666 [2531 - 2851],82.15% [81.4% - 83.17%],385,250,568,projected
02-20-2021,82.16,2652,2489,2902,81.37,83.24,2652 [2489 - 2902],82.16% [81.37% - 83.24%],386,246,580,projected
02-27-2021,82.03,2435,2269,2722,81.13,83.49,2435 [2269 - 2722],82.03% [81.13% - 83.49%],364,203,624,projected
03-06-2021,81.81,2089,1922,2385,80.89,83.4,2089 [1922 - 2385],81.81% [80.89% - 83.4%],324,159,608,projected
03-13-2021,81.47,1674,1523,1965,80.64,83.08,1674 [1523 - 1965],81.47% [80.64% - 83.08%],263,115,552,projected
