region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,80.9,168,161,177,80.63,81.09,168 [161 - 177],80.9% [80.63% - 81.09%],76,53,92,04-28-2021,projected
2,AL- DOTHAN,80.98,28,27,29,80.68,80.98,28 [27 - 29],80.98% [80.68% - 80.98%],13,9,13,04-28-2021,projected
5,AL- HUNTSVILLE,81.33,55,53,60,80.96,81.7,55 [53 - 60],81.33% [80.96% - 81.7%],25,18,32,04-28-2021,projected
6,AL- MOBILE,86.41,424,404,441,84.55,88.12,424 [404 - 441],86.41% [84.55% - 88.12%],183,130,232,04-28-2021,projected
7,AL- MONTGOMERY,80.97,30,27,33,80.58,81.16,30 [27 - 33],80.97% [80.58% - 81.16%],15,9,18,04-28-2021,projected
9,AL- TUSCALOOSA,80.8,19,17,21,80.4,80.8,19 [17 - 21],80.8% [80.4% - 80.8%],8,4,8,04-28-2021,projected
11,AZ- MESA,83.38,153,146,164,82.47,85.0,153 [146 - 164],83.38% [82.47% - 85.0%],67,49,99,04-28-2021,projected
12,AZ- PHOENIX,81.93,335,321,359,81.4,82.86,335 [321 - 359],81.93% [81.4% - 82.86%],146,106,217,04-28-2021,projected
14,AZ- SUN CITY,81.48,28,27,30,81.11,82.1,28 [27 - 30],81.48% [81.11% - 82.1%],12,9,17,04-28-2021,projected
15,AZ- TUCSON,81.39,81,78,87,81.07,81.9,81 [78 - 87],81.39% [81.07% - 81.9%],35,27,48,04-28-2021,projected
16,AR- FORT SMITH,80.39,14,12,22,80.0,81.17,14 [12 - 22],80.39% [80.0% - 81.17%],5,0,15,04-28-2021,projected
18,AR- JONESBORO,80.55,14,14,14,80.55,80.77,14 [14 - 14],80.55% [80.55% - 80.77%],5,5,7,04-28-2021,projected
19,AR- LITTLE ROCK,80.73,96,89,105,80.49,80.9,96 [89 - 105],80.73% [80.49% - 80.9%],42,28,52,04-28-2021,projected
21,AR- SPRINGDALE,82.08,37,35,41,81.51,82.55,37 [35 - 41],82.08% [81.51% - 82.55%],22,16,27,04-28-2021,projected
22,AR- TEXARKANA,80.51,14,12,14,80.0,80.51,14 [12 - 14],80.51% [80.0% - 80.51%],5,0,5,04-28-2021,projected
23,CA- ORANGE CO.,80.31,51,48,54,80.25,80.41,51 [48 - 54],80.31% [80.25% - 80.41%],24,19,31,04-28-2021,projected
25,CA- BAKERSFIELD,80.33,26,24,28,80.22,80.47,26 [24 - 28],80.33% [80.22% - 80.47%],12,8,17,04-28-2021,projected
31,CA- CHICO,81.41,21,19,22,81.09,81.41,21 [19 - 22],81.41% [81.09% - 81.41%],9,7,9,04-28-2021,projected
33,CA- CONTRA COSTA CO.,81.3,51,48,54,81.0,81.45,51 [48 - 54],81.3% [81.0% - 81.45%],26,20,29,04-28-2021,projected
43,CA- FRESNO,80.7,28,26,30,80.48,80.88,28 [26 - 30],80.7% [80.48% - 80.88%],16,11,20,04-28-2021,projected
56,CA- LOS ANGELES,80.27,132,123,146,80.17,80.42,132 [123 - 146],80.27% [80.17% - 80.42%],66,43,105,04-28-2021,projected
58,CA- MODESTO,81.28,42,38,46,80.64,81.45,42 [38 - 46],81.28% [80.64% - 81.45%],22,11,25,04-28-2021,projected
62,CA- NAPA,80.52,7,7,7,80.52,80.52,7 [7 - 7],80.52% [80.52% - 80.52%],3,3,3,04-28-2021,projected
65,CA- ALAMEDA CO.,80.98,69,66,73,80.8,81.12,69 [66 - 73],80.98% [80.8% - 81.12%],33,27,38,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.19,6,5,7,80.09,80.28,6 [5 - 7],80.19% [80.09% - 80.28%],2,1,3,04-28-2021,projected
73,CA- REDDING,81.57,36,34,38,81.2,82.03,36 [34 - 38],81.57% [81.2% - 82.03%],17,13,22,04-28-2021,projected
77,CA- SACRAMENTO,81.28,120,116,129,81.05,81.51,120 [116 - 129],81.28% [81.05% - 81.51%],61,50,72,04-28-2021,projected
78,CA- SALINAS,80.38,7,7,7,80.38,80.38,7 [7 - 7],80.38% [80.38% - 80.38%],3,3,3,04-28-2021,projected
79,CA- SAN BERNARDINO,80.47,51,47,56,80.24,80.69,51 [47 - 56],80.47% [80.24% - 80.69%],27,14,40,04-28-2021,projected
80,CA- SAN DIEGO,80.75,106,100,112,80.53,80.92,106 [100 - 112],80.75% [80.53% - 80.92%],53,37,65,04-28-2021,projected
81,CA- SAN FRANCISCO,80.47,52,48,56,80.32,80.55,52 [48 - 56],80.47% [80.32% - 80.55%],24,16,28,04-28-2021,projected
82,CA- SAN JOSE,80.96,63,60,66,80.76,81.16,63 [60 - 66],80.96% [80.76% - 81.16%],29,23,35,04-28-2021,projected
83,CA- SAN LUIS OBISPO,81.32,14,13,14,81.32,81.32,14 [13 - 14],81.32% [81.32% - 81.32%],6,6,6,04-28-2021,projected
85,CA- SAN MATEO CO.,80.52,35,33,36,80.41,80.67,35 [33 - 36],80.52% [80.41% - 80.67%],14,11,18,04-28-2021,projected
86,CA- SANTA BARBARA,80.41,5,4,6,80.41,80.41,5 [4 - 6],80.41% [80.41% - 80.41%],4,4,4,04-28-2021,projected
87,CA- SANTA CRUZ,84.18,30,29,31,83.34,84.74,30 [29 - 31],84.18% [83.34% - 84.74%],15,12,17,04-28-2021,projected
89,CA- SANTA ROSA,80.16,7,7,8,80.16,80.32,7 [7 - 8],80.16% [80.16% - 80.32%],3,3,6,04-28-2021,projected
91,CA- STOCKTON,81.41,30,28,32,81.03,81.69,30 [28 - 32],81.41% [81.03% - 81.69%],15,11,18,04-28-2021,projected
96,CA- VENTURA,80.38,14,13,15,80.38,80.64,14 [13 - 15],80.38% [80.38% - 80.64%],6,6,10,04-28-2021,projected
101,CO- BOULDER,83.16,35,33,36,82.53,83.79,35 [33 - 36],83.16% [82.53% - 83.79%],15,12,18,04-28-2021,projected
102,CO- COLORADO SPRINGS,85.22,126,122,134,84.15,87.15,126 [122 - 134],85.22% [84.15% - 87.15%],54,43,74,04-28-2021,projected
103,CO- DENVER,83.29,358,346,375,82.81,84.0,358 [346 - 375],83.29% [82.81% - 84.0%],157,134,191,04-28-2021,projected
104,CO- FORT COLLINS,83.6,55,54,58,83.29,84.54,55 [54 - 58],83.6% [83.29% - 84.54%],23,21,29,04-28-2021,projected
105,CO- GRAND JUNCTION,81.39,28,27,29,81.01,81.52,28 [27 - 29],81.39% [81.01% - 81.52%],11,8,12,04-28-2021,projected
106,CO- GREELEY,82.57,49,47,50,82.19,83.22,49 [47 - 50],82.57% [82.19% - 83.22%],20,17,25,04-28-2021,projected
107,CO- PUEBLO,81.88,32,30,34,81.25,82.63,32 [30 - 34],81.88% [81.25% - 82.63%],15,10,21,04-28-2021,projected
109,CT- BRIDGEPORT,81.83,61,58,63,81.53,82.12,61 [58 - 63],81.83% [81.53% - 82.12%],31,26,36,04-28-2021,projected
