date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
02-06-2021,92.57,,,,,,,,2250,,,actual
02-13-2021,91.33,,,,,,,,2028,,,actual
02-20-2021,89.31,,,,,,,,1666,,,actual
02-27-2021,89.41,713,690,735,89.08,89.77,713 [690 - 735],89.41% [89.08% - 89.77%],1685,1626,1748,projected
03-06-2021,87.1,599,574,627,86.34,87.92,599 [574 - 627],87.1% [86.34% - 87.92%],1270,1135,1417,projected
03-13-2021,85.96,525,493,565,84.73,87.46,525 [493 - 565],85.96% [84.73% - 87.46%],1066,847,1335,projected
03-20-2021,85.13,436,405,485,83.51,87.25,436 [405 - 485],85.13% [83.51% - 87.25%],918,629,1298,projected
03-27-2021,84.34,345,317,392,82.53,87.05,345 [317 - 392],84.34% [82.53% - 87.05%],776,452,1261,projected
04-03-2021,83.5,268,243,312,81.8,86.4,268 [243 - 312],83.5% [81.8% - 86.4%],627,323,1145,projected
04-10-2021,82.71,191,174,229,81.22,85.41,191 [174 - 229],82.71% [81.22% - 85.41%],485,218,968,projected
