region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,96.87,897,854,942,93.48,100.43,897 [854 - 942],96.87% [93.48% - 100.43%],1425,1138,1725,01-19-2021,projected
2,AL- DOTHAN,106.43,250,237,266,99.2,116.14,250 [237 - 266],106.43% [99.2% - 116.14%],351,255,480,01-19-2021,projected
5,AL- HUNTSVILLE,98.62,207,197,216,94.73,102.5,207 [197 - 216],98.62% [94.73% - 102.5%],350,277,423,01-19-2021,projected
6,AL- MOBILE,102.61,454,431,477,96.03,109.26,454 [431 - 477],102.61% [96.03% - 109.26%],646,458,836,01-19-2021,projected
7,AL- MONTGOMERY,102.51,231,217,243,96.24,107.94,231 [217 - 243],102.51% [96.24% - 107.94%],348,251,432,01-19-2021,projected
9,AL- TUSCALOOSA,94.73,93,89,99,91.72,99.54,93 [89 - 99],94.73% [91.72% - 99.54%],147,117,195,01-19-2021,projected
11,AZ- MESA,142.53,745,706,790,128.38,156.82,745 [706 - 790],142.53% [128.38% - 156.82%],1238,958,1521,01-19-2021,projected
12,AZ- PHOENIX,119.27,1796,1705,1906,110.51,128.21,1796 [1705 - 1906],119.27% [110.51% - 128.21%],2975,2311,3652,01-19-2021,projected
14,AZ- SUN CITY,105.8,125,118,133,100.0,111.6,125 [118 - 133],105.8% [100.0% - 111.6%],209,162,256,01-19-2021,projected
15,AZ- TUCSON,131.55,910,863,988,115.58,154.56,910 [863 - 988],131.55% [115.58% - 154.56%],1301,898,1882,01-19-2021,projected
16,AR- FORT SMITH,116.22,327,311,345,105.68,127.07,327 [311 - 345],116.22% [105.68% - 127.07%],464,329,603,01-19-2021,projected
18,AR- JONESBORO,94.38,90,86,94,90.62,97.59,90 [86 - 94],94.38% [90.62% - 97.59%],130,96,159,01-19-2021,projected
19,AR- LITTLE ROCK,97.38,702,668,741,92.66,102.38,702 [668 - 741],97.38% [92.66% - 102.38%],1003,731,1292,01-19-2021,projected
21,AR- SPRINGDALE,164.58,645,616,685,142.72,193.72,645 [616 - 685],164.58% [142.72% - 193.72%],894,663,1202,01-19-2021,projected
