date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,10,10,10
09-28-2020,10,10,11
09-29-2020,10,9,10
09-30-2020,9,8,10
10-01-2020,9,9,10
10-02-2020,11,10,11
10-03-2020,10,10,10
10-04-2020,9,9,9
10-05-2020,12,12,12
10-06-2020,13,13,13
10-07-2020,13,12,13
10-08-2020,13,13,14
10-09-2020,14,13,14
10-10-2020,14,12,14
10-11-2020,14,12,14
10-12-2020,14,12,15
10-13-2020,14,11,15
10-14-2020,14,11,17
10-15-2020,14,11,19
10-16-2020,15,11,19
10-17-2020,16,11,19
10-18-2020,17,12,20
10-19-2020,17,13,21
10-20-2020,17,13,22
10-21-2020,17,13,21
10-22-2020,18,14,22
10-23-2020,18,14,22
10-24-2020,18,14,26
10-25-2020,18,14,26
10-26-2020,19,15,30
10-27-2020,19,14,32
10-28-2020,19,14,33
10-29-2020,19,14,36
10-30-2020,21,16,36
10-31-2020,22,16,38
11-01-2020,23,15,41
11-02-2020,24,15,43
11-03-2020,24,14,45
11-04-2020,24,14,50
11-05-2020,26,14,51
11-06-2020,26,14,54
11-07-2020,28,15,58
11-08-2020,28,15,60
11-09-2020,27,15,62
11-10-2020,27,15,67
11-11-2020,28,15,68
11-12-2020,29,16,71
11-13-2020,30,17,74
11-14-2020,31,17,77
11-15-2020,34,16,79
11-16-2020,35,16,82
11-17-2020,36,16,85
11-18-2020,36,16,88
11-19-2020,36,16,92
11-20-2020,37,16,93
11-21-2020,36,16,95
11-22-2020,36,16,96
11-23-2020,35,16,98
11-24-2020,35,15,100
11-25-2020,35,15,101
11-26-2020,36,15,102
11-27-2020,37,15,104
11-28-2020,36,15,104
