date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,22,21,24
09-28-2020,22,21,24
09-29-2020,21,19,23
09-30-2020,19,17,22
10-01-2020,19,17,22
10-02-2020,22,19,25
10-03-2020,22,18,23
10-04-2020,21,18,22
10-05-2020,28,25,28
10-06-2020,27,25,28
10-07-2020,28,26,30
10-08-2020,28,26,29
10-09-2020,27,26,29
10-10-2020,27,25,29
10-11-2020,27,25,29
10-12-2020,27,25,29
10-13-2020,27,25,29
10-14-2020,27,25,29
10-15-2020,26,25,30
10-16-2020,26,24,31
10-17-2020,26,23,32
10-18-2020,26,23,32
10-19-2020,26,21,33
10-20-2020,25,21,33
10-21-2020,25,20,33
10-22-2020,25,19,34
10-23-2020,25,18,34
10-24-2020,27,18,36
10-25-2020,27,18,36
10-26-2020,28,18,39
10-27-2020,28,18,40
10-28-2020,28,20,40
10-29-2020,28,18,42
10-30-2020,28,21,44
10-31-2020,28,20,44
11-01-2020,29,20,46
11-02-2020,29,19,48
11-03-2020,29,18,49
11-04-2020,29,17,50
11-05-2020,29,17,52
11-06-2020,30,17,54
11-07-2020,30,17,56
11-08-2020,30,16,57
11-09-2020,30,16,58
11-10-2020,30,16,59
11-11-2020,30,16,60
11-12-2020,30,15,61
11-13-2020,30,15,63
11-14-2020,30,15,66
11-15-2020,30,15,67
11-16-2020,30,15,68
11-17-2020,30,15,69
11-18-2020,30,15,71
11-19-2020,31,15,72
11-20-2020,31,15,75
11-21-2020,31,15,75
11-22-2020,31,15,78
11-23-2020,31,15,80
11-24-2020,31,14,80
11-25-2020,31,15,82
11-26-2020,31,15,84
11-27-2020,31,15,85
11-28-2020,31,15,85
