date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-27-2020,12,12,14
09-28-2020,11,11,11
09-29-2020,12,11,12
09-30-2020,13,13,13
10-01-2020,16,15,16
10-02-2020,15,15,17
10-03-2020,16,15,16
10-04-2020,16,15,16
10-05-2020,17,16,19
10-06-2020,18,17,18
10-07-2020,18,17,18
10-08-2020,18,18,18
10-09-2020,18,18,19
10-10-2020,18,16,21
10-11-2020,20,16,21
10-12-2020,20,15,21
10-13-2020,19,15,21
10-14-2020,19,15,21
10-15-2020,19,15,21
10-16-2020,18,15,23
10-17-2020,17,14,24
10-18-2020,19,14,25
10-19-2020,20,14,25
10-20-2020,20,14,25
10-21-2020,20,15,28
10-22-2020,20,15,29
10-23-2020,21,14,30
10-24-2020,21,15,35
10-25-2020,22,15,37
10-26-2020,22,16,40
10-27-2020,23,16,41
10-28-2020,24,17,44
10-29-2020,24,17,46
10-30-2020,24,18,51
10-31-2020,24,18,54
11-01-2020,25,18,55
11-02-2020,25,17,59
11-03-2020,25,17,62
11-04-2020,26,17,65
11-05-2020,27,17,66
11-06-2020,28,17,71
11-07-2020,26,16,69
11-08-2020,26,16,71
11-09-2020,26,16,72
11-10-2020,26,15,74
11-11-2020,25,14,75
11-12-2020,26,14,74
11-13-2020,27,13,76
11-14-2020,27,12,77
11-15-2020,27,12,78
11-16-2020,26,12,82
11-17-2020,26,12,83
11-18-2020,26,12,83
11-19-2020,26,12,83
11-20-2020,26,12,82
11-21-2020,26,11,83
11-22-2020,26,10,84
11-23-2020,26,10,83
11-24-2020,25,10,86
11-25-2020,24,10,86
11-26-2020,24,10,86
11-27-2020,24,10,85
11-28-2020,24,10,84
