HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,84,2550,2538,2550,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,82,333,333,333,01-22-2020
6,AL- MOBILE,83,779,778,779,01-22-2020
7,AL- MONTGOMERY,82,297,296,297,01-22-2020
9,AL- TUSCALOOSA,83,245,245,245,01-22-2020
11,AZ- MESA,91,1531,1530,1531,01-22-2020
12,AZ- PHOENIX,86,3526,3521,3526,01-22-2020
14,AZ- SUN CITY,84,258,258,258,01-22-2020
15,AZ- TUCSON,83,639,639,639,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,81,803,803,803,01-22-2020
21,AR- SPRINGDALE,81,105,105,105,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,87,3868,3864,3868,01-22-2020
25,CA- BAKERSFIELD,82,644,644,644,01-22-2020
31,CA- CHICO,83,151,151,151,01-22-2020
33,CA- CONTRA COSTA CO.,102,3143,3138,3143,01-22-2020
43,CA- FRESNO,84,703,703,703,01-22-2020
56,CA- LOS ANGELES,86,11373,11358,11373,01-22-2020
58,CA- MODESTO,92,1469,1467,1469,01-22-2020
62,CA- NAPA,91,483,483,483,01-22-2020
65,CA- ALAMEDA CO.,100,4788,4782,4788,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,353,353,353,01-22-2020
73,CA- REDDING,84,343,343,343,01-22-2020
77,CA- SACRAMENTO,93,4505,4502,4506,01-22-2020
78,CA- SALINAS,94,799,798,800,01-22-2020
79,CA- SAN BERNARDINO,88,3339,3334,3339,01-22-2020
80,CA- SAN DIEGO,90,4916,4910,4916,01-22-2020
81,CA- SAN FRANCISCO,91,4204,4200,4204,01-22-2020
82,CA- SAN JOSE,106,5542,5537,5543,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,329,329,01-22-2020
85,CA- SAN MATEO CO.,94,2658,2655,2659,01-22-2020
86,CA- SANTA BARBARA,86,462,462,462,01-22-2020
87,CA- SANTA CRUZ,109,735,735,735,01-22-2020
89,CA- SANTA ROSA,88,1148,1148,1152,01-22-2020
91,CA- STOCKTON,97,1302,1302,1302,01-22-2020
96,CA- VENTURA,89,977,976,977,01-22-2020
101,CO- BOULDER,94,483,483,483,01-22-2020
102,CO- COLORADO SPRINGS,90,776,776,776,01-22-2020
103,CO- DENVER,93,4479,4474,4479,01-22-2020
104,CO- FORT COLLINS,88,378,378,378,01-22-2020
105,CO- GRAND JUNCTION,94,806,805,806,01-22-2020
106,CO- GREELEY,87,434,434,434,01-22-2020
107,CO- PUEBLO,81,77,77,77,01-22-2020
110,CT- HARTFORD,92,2882,2880,2883,01-22-2020
111,CT- NEW HAVEN,98,4918,4917,4919,01-22-2020
112,DE- WILMINGTON,88,1055,1055,1055,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,86,322,322,322,01-22-2020
