HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,84,2603,2601,2603,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,83,422,421,422,01-22-2020
6,AL- MOBILE,83,791,791,791,01-22-2020
7,AL- MONTGOMERY,83,360,359,360,01-22-2020
9,AL- TUSCALOOSA,83,245,245,245,01-22-2020
11,AZ- MESA,91,1589,1588,1589,01-22-2020
12,AZ- PHOENIX,87,3719,3713,3719,01-22-2020
14,AZ- SUN CITY,84,269,269,269,01-22-2020
15,AZ- TUCSON,84,718,717,718,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,81,770,770,770,01-22-2020
21,AR- SPRINGDALE,81,105,105,105,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,87,3999,3994,4000,01-22-2020
25,CA- BAKERSFIELD,82,678,678,678,01-22-2020
31,CA- CHICO,83,161,161,161,01-22-2020
33,CA- CONTRA COSTA CO.,102,3047,3044,3047,01-22-2020
43,CA- FRESNO,84,735,734,735,01-22-2020
56,CA- LOS ANGELES,86,11704,11687,11705,01-22-2020
58,CA- MODESTO,93,1551,1549,1551,01-22-2020
62,CA- NAPA,91,483,483,483,01-22-2020
65,CA- ALAMEDA CO.,99,4619,4614,4620,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,85,371,371,371,01-22-2020
73,CA- REDDING,84,343,343,343,01-22-2020
77,CA- SACRAMENTO,93,4564,4555,4565,01-22-2020
78,CA- SALINAS,95,835,834,836,01-22-2020
79,CA- SAN BERNARDINO,88,3507,3501,3507,01-22-2020
80,CA- SAN DIEGO,90,5016,5008,5016,01-22-2020
81,CA- SAN FRANCISCO,91,4077,4073,4077,01-22-2020
82,CA- SAN JOSE,105,5274,5269,5275,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,329,329,01-22-2020
85,CA- SAN MATEO CO.,93,2532,2529,2532,01-22-2020
86,CA- SANTA BARBARA,87,483,482,483,01-22-2020
87,CA- SANTA CRUZ,109,735,735,735,01-22-2020
89,CA- SANTA ROSA,88,1148,1148,1152,01-22-2020
91,CA- STOCKTON,97,1302,1302,1302,01-22-2020
96,CA- VENTURA,89,1012,1011,1012,01-22-2020
101,CO- BOULDER,94,483,483,483,01-22-2020
102,CO- COLORADO SPRINGS,90,784,784,784,01-22-2020
103,CO- DENVER,93,4467,4464,4467,01-22-2020
104,CO- FORT COLLINS,88,378,378,378,01-22-2020
105,CO- GRAND JUNCTION,94,780,780,780,01-22-2020
106,CO- GREELEY,87,434,434,434,01-22-2020
107,CO- PUEBLO,82,96,96,96,01-22-2020
110,CT- HARTFORD,93,2962,2961,2964,01-22-2020
111,CT- NEW HAVEN,97,4756,4753,4757,01-22-2020
112,DE- WILMINGTON,88,1071,1071,1071,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,86,322,322,322,01-22-2020
116,FL- CLEARWATER,84,491,491,491,01-22-2020
118,FL- FORT LAUDERDALE,86,4219,4214,4220,01-22-2020
119,FL- FORT MYERS,85,1496,1487,1496,01-22-2020
120,FL- GAINESVILLE,83,447,447,447,01-22-2020
122,FL- HUDSON,84,398,398,398,01-22-2020
123,FL- JACKSONVILLE,83,1308,1307,1308,01-22-2020
124,FL- LAKELAND,84,363,363,363,01-22-2020
127,FL- MIAMI,86,5181,5176,5183,01-22-2020
129,FL- OCALA,84,406,406,406,01-22-2020
130,FL- ORLANDO,84,3250,3244,3250,01-22-2020
131,FL- ORMOND BEACH,83,352,352,352,01-22-2020
133,FL- PANAMA CITY,81,84,84,84,01-22-2020
134,FL- PENSACOLA,83,539,539,539,01-22-2020
137,FL- SARASOTA,84,430,430,430,01-22-2020
139,FL- ST PETERSBURG,83,399,399,399,01-22-2020
140,FL- TALLAHASSEE,83,572,571,572,01-22-2020
141,FL- TAMPA,84,1452,1451,1453,01-22-2020
142,GA- ALBANY,92,929,921,929,01-22-2020
144,GA- ATLANTA,95,13131,13112,13131,01-22-2020
145,GA- AUGUSTA,82,399,399,399,01-22-2020
146,GA- COLUMBUS,85,432,432,432,01-22-2020
147,GA- MACON,81,294,294,294,01-22-2020
148,GA- ROME,92,637,637,637,01-22-2020
149,GA- SAVANNAH,82,365,364,365,01-22-2020
154,IL- AURORA,94,539,539,539,01-22-2020
155,IL- BLUE ISLAND,87,1358,1357,1358,01-22-2020
156,IL- CHICAGO,87,4546,4542,4547,01-22-2020
158,IL- ELGIN,97,1330,1330,1330,01-22-2020
161,IL- EVANSTON,90,1813,1812,1813,01-22-2020
163,IL- HINSDALE,91,856,855,857,01-22-2020
164,IL- JOLIET,93,1215,1211,1216,01-22-2020
166,IL- MELROSE PARK,90,2379,2378,2380,01-22-2020
170,IL- PEORIA,81,245,245,245,01-22-2020
171,IL- ROCKFORD,88,848,847,848,01-22-2020
172,IL- SPRINGFIELD,80,84,84,84,01-22-2020
173,IL- URBANA,81,84,84,84,01-22-2020
175,IL- BLOOMINGTON,84,84,84,84,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,01-22-2020
181,IN- GARY,80,21,21,21,01-22-2020
183,IN- INDIANAPOLIS,80,63,63,63,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,01-22-2020
185,IN- MUNCIE,80,0,0,0,01-22-2020
186,IN- MUNSTER,81,126,126,126,01-22-2020
187,IN- SOUTH BEND,80,28,28,28,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,01-22-2020
191,IA- DAVENPORT,81,182,182,182,01-22-2020
192,IA- DES MOINES,82,477,477,477,01-22-2020
193,IA- DUBUQUE,83,140,140,140,01-22-2020
194,IA- IOWA CITY,82,280,280,280,01-22-2020
195,IA- MASON CITY,80,0,0,0,01-22-2020
196,IA- SIOUX CITY,81,91,91,91,01-22-2020
197,IA- WATERLOO,82,91,91,91,01-22-2020
200,KS- TOPEKA,82,259,259,259,01-22-2020
201,KS- WICHITA,81,320,318,320,01-22-2020
203,KY- COVINGTON,88,637,637,637,01-22-2020
204,KY- LEXINGTON,84,1610,1610,1610,01-22-2020
205,KY- LOUISVILLE,85,1863,1857,1863,01-22-2020
207,KY- OWENSBORO,80,0,0,0,01-22-2020
208,KY- PADUCAH,80,0,0,0,01-22-2020
209,LA- ALEXANDRIA,81,84,84,84,01-22-2020
210,LA- BATON ROUGE,89,1561,1560,1561,01-22-2020
212,LA- HOUMA,89,455,454,457,01-22-2020
213,LA- LAFAYETTE,82,379,379,379,01-22-2020
214,LA- LAKE CHARLES,81,84,84,84,01-22-2020
216,LA- METAIRIE,104,1660,1660,1660,01-22-2020
217,LA- MONROE,81,84,84,84,01-22-2020
218,LA- NEW ORLEANS,95,2598,2597,2598,01-22-2020
219,LA- SHREVEPORT,81,259,259,259,01-22-2020
221,ME- BANGOR,80,49,49,49,01-22-2020
222,ME- PORTLAND,85,924,920,925,01-22-2020
223,MD- BALTIMORE,92,5941,5930,5941,01-22-2020
225,MD- SALISBURY,86,406,406,406,01-22-2020
226,MD- TAKOMA PARK,108,2600,2598,2600,01-22-2020
227,MA- BOSTON,91,9204,9189,9205,01-22-2020
230,MA- SPRINGFIELD,89,1020,1019,1020,01-22-2020
231,MA- WORCESTER,92,1421,1421,1421,01-22-2020
232,MI- ANN ARBOR,90,2407,2406,2407,01-22-2020
233,MI- DEARBORN,88,960,960,960,01-22-2020
234,MI- DETROIT,89,3207,3203,3207,01-22-2020
235,MI- FLINT,88,763,762,763,01-22-2020
238,MI- KALAMAZOO,82,210,210,210,01-22-2020
239,MI- LANSING,84,524,524,524,01-22-2020
240,MI- MARQUETTE,80,0,0,0,01-22-2020
242,MI- MUSKEGON,82,100,100,100,01-22-2020
243,MI- PETOSKEY,80,0,0,0,01-22-2020
244,MI- PONTIAC,90,838,837,838,01-22-2020
245,MI- ROYAL OAK,87,1405,1404,1405,01-22-2020
246,MI- SAGINAW,82,287,286,287,01-22-2020
248,MI- ST JOSEPH,82,63,63,63,01-22-2020
249,MI- TRAVERSE CITY,80,0,0,0,01-22-2020
250,MN- DULUTH,80,42,42,42,01-22-2020
251,MN- MINNEAPOLIS,83,1813,1811,1813,01-22-2020
253,MN- ROCHESTER,80,147,147,147,01-22-2020
254,MN- ST CLOUD,81,91,91,91,01-22-2020
256,MN- ST PAUL,84,706,704,707,01-22-2020
257,MS- GULFPORT,92,700,700,700,01-22-2020
258,MS- HATTIESBURG,88,749,749,749,01-22-2020
259,MS- JACKSON,85,1559,1548,1559,01-22-2020
261,MS- OXFORD,80,0,0,0,01-22-2020
262,MS- TUPELO,81,217,217,217,01-22-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,01-22-2020
264,MO- COLUMBIA,80,84,84,84,01-22-2020
267,MO- JOPLIN,80,0,0,0,01-22-2020
268,MO- KANSAS CITY,84,2615,2610,2615,01-22-2020
270,MO- SPRINGFIELD,81,169,168,169,01-22-2020
273,MO- ST LOUIS,81,1379,1376,1379,01-22-2020
274,MT- BILLINGS,82,337,336,337,01-22-2020
275,MT- GREAT FALLS,81,69,69,69,01-22-2020
276,MT- MISSOULA,81,140,140,140,01-22-2020
277,NE- LINCOLN,85,665,665,665,01-22-2020
278,NE- OMAHA,89,3525,3522,3526,01-22-2020
279,NV- LAS VEGAS,92,3485,3482,3486,01-22-2020
280,NV- RENO,86,908,906,908,01-22-2020
281,NH- LEBANON,85,339,339,339,01-22-2020
282,NH- MANCHESTER,84,683,682,683,01-22-2020
283,NJ- CAMDEN,92,6953,6942,6953,01-22-2020
284,NJ- HACKENSACK,105,6445,6438,6445,01-22-2020
285,NJ- MORRISTOWN,112,4262,4259,4263,01-22-2020
288,NJ- NEW BRUNSWICK,101,4053,4049,4053,01-22-2020
289,NJ- NEWARK,99,6549,6542,6549,01-22-2020
291,NJ- PATERSON,101,1687,1686,1688,01-22-2020
293,NM- ALBUQUERQUE,84,1134,1132,1134,01-22-2020
295,NY- ALBANY,111,10483,10467,10483,01-22-2020
296,NY- BINGHAMTON,91,738,737,738,01-22-2020
297,NY- BRONX,131,12378,12369,12378,01-22-2020
