HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,83,1940,1938,1940,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,81,251,251,251,01-22-2020
6,AL- MOBILE,82,464,464,464,01-22-2020
7,AL- MONTGOMERY,81,127,127,127,01-22-2020
9,AL- TUSCALOOSA,82,138,138,138,01-22-2020
11,AZ- MESA,89,1295,1295,1295,01-22-2020
12,AZ- PHOENIX,85,2925,2923,2925,01-22-2020
14,AZ- SUN CITY,83,218,218,218,01-22-2020
15,AZ- TUCSON,82,483,483,483,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,81,700,700,700,01-22-2020
21,AR- SPRINGDALE,80,39,39,39,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,86,3392,3389,3392,01-22-2020
25,CA- BAKERSFIELD,81,471,470,471,01-22-2020
31,CA- CHICO,81,77,77,77,01-22-2020
33,CA- CONTRA COSTA CO.,103,3237,3237,3237,01-22-2020
43,CA- FRESNO,83,588,588,588,01-22-2020
56,CA- LOS ANGELES,85,10183,10174,10183,01-22-2020
58,CA- MODESTO,90,1223,1221,1223,01-22-2020
62,CA- NAPA,91,483,483,483,01-22-2020
65,CA- ALAMEDA CO.,101,5034,5031,5034,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,289,289,289,01-22-2020
73,CA- REDDING,84,343,343,343,01-22-2020
77,CA- SACRAMENTO,92,4129,4126,4130,01-22-2020
78,CA- SALINAS,92,693,692,693,01-22-2020
79,CA- SAN BERNARDINO,86,2727,2724,2727,01-22-2020
80,CA- SAN DIEGO,89,4494,4490,4494,01-22-2020
81,CA- SAN FRANCISCO,92,4493,4487,4494,01-22-2020
82,CA- SAN JOSE,109,6222,6217,6223,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,329,329,01-22-2020
85,CA- SAN MATEO CO.,95,2948,2946,2948,01-22-2020
86,CA- SANTA BARBARA,86,393,393,393,01-22-2020
87,CA- SANTA CRUZ,108,727,727,727,01-22-2020
89,CA- SANTA ROSA,88,1126,1126,1126,01-22-2020
91,CA- STOCKTON,96,1217,1216,1217,01-22-2020
96,CA- VENTURA,87,851,851,851,01-22-2020
101,CO- BOULDER,94,481,481,481,01-22-2020
102,CO- COLORADO SPRINGS,89,689,689,689,01-22-2020
103,CO- DENVER,93,4587,4585,4587,01-22-2020
104,CO- FORT COLLINS,87,338,338,338,01-22-2020
105,CO- GRAND JUNCTION,96,892,892,893,01-22-2020
106,CO- GREELEY,87,416,416,416,01-22-2020
107,CO- PUEBLO,81,77,77,77,01-22-2020
110,CT- HARTFORD,90,2306,2306,2306,01-22-2020
111,CT- NEW HAVEN,99,5183,5180,5183,01-22-2020
112,DE- WILMINGTON,87,965,965,965,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,86,313,313,313,01-22-2020
116,FL- CLEARWATER,83,398,398,398,01-22-2020
118,FL- FORT LAUDERDALE,86,3611,3607,3611,01-22-2020
119,FL- FORT MYERS,84,1222,1221,1222,01-22-2020
120,FL- GAINESVILLE,82,344,344,344,01-22-2020
122,FL- HUDSON,83,282,282,282,01-22-2020
123,FL- JACKSONVILLE,83,1016,1015,1016,01-22-2020
124,FL- LAKELAND,83,280,280,280,01-22-2020
127,FL- MIAMI,86,4657,4654,4657,01-22-2020
129,FL- OCALA,83,315,315,315,01-22-2020
130,FL- ORLANDO,83,2609,2606,2609,01-22-2020
131,FL- ORMOND BEACH,82,302,302,302,01-22-2020
133,FL- PANAMA CITY,80,3,3,3,01-22-2020
134,FL- PENSACOLA,82,445,445,445,01-22-2020
137,FL- SARASOTA,83,351,351,351,01-22-2020
139,FL- ST PETERSBURG,83,322,322,322,01-22-2020
140,FL- TALLAHASSEE,81,273,273,273,01-22-2020
141,FL- TAMPA,84,1177,1176,1177,01-22-2020
142,GA- ALBANY,93,1008,1008,1008,01-22-2020
144,GA- ATLANTA,94,12316,12308,12316,01-22-2020
145,GA- AUGUSTA,82,399,399,399,01-22-2020
146,GA- COLUMBUS,82,170,170,170,01-22-2020
147,GA- MACON,81,294,294,294,01-22-2020
148,GA- ROME,92,654,654,654,01-22-2020
149,GA- SAVANNAH,82,357,357,357,01-22-2020
154,IL- AURORA,94,507,507,507,01-22-2020
155,IL- BLUE ISLAND,87,1353,1352,1353,01-22-2020
156,IL- CHICAGO,87,4537,4533,4537,01-22-2020
158,IL- ELGIN,96,1258,1257,1258,01-22-2020
161,IL- EVANSTON,90,1806,1805,1806,01-22-2020
163,IL- HINSDALE,90,831,831,831,01-22-2020
164,IL- JOLIET,91,1076,1075,1076,01-22-2020
166,IL- MELROSE PARK,90,2344,2342,2344,01-22-2020
170,IL- PEORIA,81,204,204,204,01-22-2020
171,IL- ROCKFORD,85,532,532,532,01-22-2020
172,IL- SPRINGFIELD,80,84,84,84,01-22-2020
173,IL- URBANA,81,78,78,78,01-22-2020
175,IL- BLOOMINGTON,84,84,84,84,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,01-22-2020
181,IN- GARY,80,21,21,21,01-22-2020
183,IN- INDIANAPOLIS,80,51,51,51,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,01-22-2020
185,IN- MUNCIE,80,0,0,0,01-22-2020
186,IN- MUNSTER,81,126,126,126,01-22-2020
187,IN- SOUTH BEND,80,21,21,21,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,01-22-2020
191,IA- DAVENPORT,80,63,63,63,01-22-2020
192,IA- DES MOINES,81,299,298,299,01-22-2020
193,IA- DUBUQUE,83,117,117,117,01-22-2020
194,IA- IOWA CITY,82,301,301,301,01-22-2020
195,IA- MASON CITY,80,0,0,0,01-22-2020
196,IA- SIOUX CITY,80,10,10,10,01-22-2020
197,IA- WATERLOO,82,85,85,85,01-22-2020
200,KS- TOPEKA,81,133,133,133,01-22-2020
201,KS- WICHITA,80,245,245,245,01-22-2020
203,KY- COVINGTON,87,500,500,500,01-22-2020
204,KY- LEXINGTON,84,1734,1729,1734,01-22-2020
205,KY- LOUISVILLE,84,1308,1305,1308,01-22-2020
207,KY- OWENSBORO,80,0,0,0,01-22-2020
208,KY- PADUCAH,80,0,0,0,01-22-2020
209,LA- ALEXANDRIA,80,48,48,48,01-22-2020
210,LA- BATON ROUGE,86,1146,1145,1146,01-22-2020
212,LA- HOUMA,88,440,440,440,01-22-2020
213,LA- LAFAYETTE,81,147,146,147,01-22-2020
214,LA- LAKE CHARLES,81,84,84,84,01-22-2020
216,LA- METAIRIE,110,2152,2152,2152,01-22-2020
217,LA- MONROE,80,0,0,0,01-22-2020
218,LA- NEW ORLEANS,103,3887,3883,3887,01-22-2020
219,LA- SHREVEPORT,81,259,259,259,01-22-2020
221,ME- BANGOR,80,48,48,48,01-22-2020
222,ME- PORTLAND,84,818,818,818,01-22-2020
223,MD- BALTIMORE,89,4488,4488,4488,01-22-2020
225,MD- SALISBURY,86,403,403,403,01-22-2020
226,MD- TAKOMA PARK,106,2345,2344,2345,01-22-2020
227,MA- BOSTON,92,9179,9162,9180,01-22-2020
230,MA- SPRINGFIELD,87,839,839,839,01-22-2020
231,MA- WORCESTER,91,1344,1343,1344,01-22-2020
232,MI- ANN ARBOR,89,2226,2224,2226,01-22-2020
233,MI- DEARBORN,88,1011,1010,1011,01-22-2020
234,MI- DETROIT,89,3236,3235,3236,01-22-2020
235,MI- FLINT,86,539,539,539,01-22-2020
238,MI- KALAMAZOO,81,89,89,89,01-22-2020
239,MI- LANSING,83,358,358,358,01-22-2020
240,MI- MARQUETTE,80,0,0,0,01-22-2020
242,MI- MUSKEGON,80,19,19,19,01-22-2020
243,MI- PETOSKEY,80,0,0,0,01-22-2020
244,MI- PONTIAC,90,852,852,852,01-22-2020
245,MI- ROYAL OAK,87,1427,1427,1427,01-22-2020
246,MI- SAGINAW,80,90,90,90,01-22-2020
248,MI- ST JOSEPH,82,63,63,63,01-22-2020
249,MI- TRAVERSE CITY,80,0,0,0,01-22-2020
250,MN- DULUTH,80,0,0,0,01-22-2020
251,MN- MINNEAPOLIS,82,1573,1572,1573,01-22-2020
253,MN- ROCHESTER,80,147,147,147,01-22-2020
254,MN- ST CLOUD,81,91,91,91,01-22-2020
256,MN- ST PAUL,83,616,616,616,01-22-2020
257,MS- GULFPORT,92,652,652,652,01-22-2020
258,MS- HATTIESBURG,86,534,533,534,01-22-2020
259,MS- JACKSON,83,1099,1099,1099,01-22-2020
261,MS- OXFORD,80,0,0,0,01-22-2020
262,MS- TUPELO,81,204,204,204,01-22-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,01-22-2020
264,MO- COLUMBIA,80,84,84,84,01-22-2020
267,MO- JOPLIN,80,0,0,0,01-22-2020
268,MO- KANSAS CITY,84,2342,2340,2342,01-22-2020
270,MO- SPRINGFIELD,80,84,84,84,01-22-2020
273,MO- ST LOUIS,81,1030,1030,1030,01-22-2020
274,MT- BILLINGS,81,273,273,273,01-22-2020
275,MT- GREAT FALLS,80,0,0,0,01-22-2020
276,MT- MISSOULA,81,134,134,134,01-22-2020
277,NE- LINCOLN,84,596,596,597,01-22-2020
278,NE- OMAHA,92,4544,4540,4544,01-22-2020
279,NV- LAS VEGAS,91,3098,3095,3098,01-22-2020
280,NV- RENO,85,702,702,702,01-22-2020
281,NH- LEBANON,84,315,315,315,01-22-2020
282,NH- MANCHESTER,84,632,632,632,01-22-2020
283,NJ- CAMDEN,91,6488,6487,6488,01-22-2020
284,NJ- HACKENSACK,115,9121,9117,9121,01-22-2020
285,NJ- MORRISTOWN,115,4795,4794,4795,01-22-2020
288,NJ- NEW BRUNSWICK,103,4471,4469,4471,01-22-2020
289,NJ- NEWARK,103,8039,8037,8039,01-22-2020
291,NJ- PATERSON,104,2040,2040,2040,01-22-2020
293,NM- ALBUQUERQUE,84,907,906,907,01-22-2020
295,NY- ALBANY,113,11369,11363,11369,01-22-2020
296,NY- BINGHAMTON,90,623,623,623,01-22-2020
297,NY- BRONX,159,19505,19493,19507,01-22-2020
299,NY- BUFFALO,87,1731,1730,1731,01-22-2020
300,NY- ELMIRA,86,445,445,445,01-22-2020
301,NY- EAST LONG ISLAND,164,63355,63320,63358,01-22-2020
304,NY- ROCHESTER,90,2081,2080,2081,01-22-2020
307,NY- SYRACUSE,87,1279,1279,1279,01-22-2020
308,NY- WHITE PLAINS,159,15751,15745,15753,01-22-2020
309,NC- ASHEVILLE,80,66,66,66,01-22-2020
311,NC- CHARLOTTE,83,1419,1418,1419,01-22-2020
312,NC- DURHAM,81,495,495,495,01-22-2020
313,NC- GREENSBORO,82,263,263,263,01-22-2020
314,NC- GREENVILLE,80,75,75,75,01-22-2020
315,NC- HICKORY,81,70,70,70,01-22-2020
318,NC- RALEIGH,84,1318,1316,1318,01-22-2020
319,NC- WILMINGTON,81,167,167,167,01-22-2020
320,NC- WINSTON-SALEM,81,379,379,379,01-22-2020
321,ND- BISMARCK,83,189,189,189,01-22-2020
322,ND- FARGO MOORHEAD -MN,80,0,0,0,01-22-2020
323,ND- GRAND FORKS,80,0,0,0,01-22-2020
324,ND- MINOT,81,63,63,63,01-22-2020
325,OH- AKRON,88,1335,1335,1335,01-22-2020
326,OH- CANTON,85,766,764,767,01-22-2020
327,OH- CINCINNATI,84,1517,1517,1517,01-22-2020
328,OH- CLEVELAND,87,4690,4689,4690,01-22-2020
329,OH- COLUMBUS,82,1368,1364,1368,01-22-2020
330,OH- DAYTON,81,299,299,299,01-22-2020
331,OH- ELYRIA,91,574,574,574,01-22-2020
332,OH- KETTERING,84,344,344,344,01-22-2020
334,OH- TOLEDO,83,857,857,857,01-22-2020
335,OH- YOUNGSTOWN,84,822,822,825,01-22-2020
336,OK- LAWTON,80,0,0,0,01-22-2020
339,OK- OKLAHOMA CITY,84,2092,2090,2092,01-22-2020
340,OK- TULSA,81,602,602,602,01-22-2020
341,OR- BEND,83,105,105,105,01-22-2020
342,OR- EUGENE,84,359,358,359,01-22-2020
343,OR- MEDFORD,81,105,105,105,01-22-2020
344,OR- PORTLAND,85,1850,1849,1851,01-22-2020
345,OR- SALEM,88,260,260,260,01-22-2020
346,PA- ALLENTOWN,92,2780,2779,2780,01-22-2020
347,PA- ALTOONA,80,0,0,0,01-22-2020
350,PA- DANVILLE,80,7,7,7,01-22-2020
351,PA- ERIE,81,160,160,160,01-22-2020
352,PA- HARRISBURG,84,679,678,679,01-22-2020
354,PA- JOHNSTOWN,80,0,0,0,01-22-2020
355,PA- LANCASTER,86,529,528,529,01-22-2020
356,PA- PHILADELPHIA,88,7606,7603,7606,01-22-2020
