HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations,Lower Hospitalization Bound,Upper Hospitalization Bound,Last Update
1,AL- BIRMINGHAM,84,2380,2368,2380,01-22-2020
2,AL- DOTHAN,80,0,0,0,01-22-2020
5,AL- HUNTSVILLE,82,280,280,280,01-22-2020
6,AL- MOBILE,83,682,680,682,01-22-2020
7,AL- MONTGOMERY,82,233,232,233,01-22-2020
9,AL- TUSCALOOSA,83,244,244,244,01-22-2020
11,AZ- MESA,90,1465,1463,1465,01-22-2020
12,AZ- PHOENIX,86,3370,3366,3370,01-22-2020
14,AZ- SUN CITY,84,246,246,246,01-22-2020
15,AZ- TUCSON,83,559,559,559,01-22-2020
16,AR- FORT SMITH,80,0,0,0,01-22-2020
18,AR- JONESBORO,80,0,0,0,01-22-2020
19,AR- LITTLE ROCK,81,779,778,779,01-22-2020
21,AR- SPRINGDALE,81,105,105,105,01-22-2020
22,AR- TEXARKANA,80,0,0,0,01-22-2020
23,CA- ORANGE CO.,87,3726,3723,3726,01-22-2020
25,CA- BAKERSFIELD,82,608,607,608,01-22-2020
31,CA- CHICO,82,110,110,110,01-22-2020
33,CA- CONTRA COSTA CO.,103,3219,3214,3219,01-22-2020
43,CA- FRESNO,84,665,665,665,01-22-2020
56,CA- LOS ANGELES,86,11017,11004,11017,01-22-2020
58,CA- MODESTO,91,1412,1412,1412,01-22-2020
62,CA- NAPA,91,483,483,483,01-22-2020
65,CA- ALAMEDA CO.,100,4917,4911,4917,01-22-2020
69,CA- PALM SPR/RANCHO MIR.,84,333,333,333,01-22-2020
73,CA- REDDING,84,343,343,343,01-22-2020
77,CA- SACRAMENTO,93,4427,4422,4427,01-22-2020
78,CA- SALINAS,93,762,761,763,01-22-2020
79,CA- SAN BERNARDINO,87,3154,3151,3154,01-22-2020
80,CA- SAN DIEGO,89,4799,4793,4799,01-22-2020
81,CA- SAN FRANCISCO,92,4320,4316,4320,01-22-2020
82,CA- SAN JOSE,107,5796,5791,5796,01-22-2020
83,CA- SAN LUIS OBISPO,90,329,329,329,01-22-2020
85,CA- SAN MATEO CO.,94,2770,2768,2770,01-22-2020
86,CA- SANTA BARBARA,86,462,462,462,01-22-2020
87,CA- SANTA CRUZ,109,735,735,735,01-22-2020
89,CA- SANTA ROSA,88,1148,1148,1150,01-22-2020
91,CA- STOCKTON,97,1295,1294,1295,01-22-2020
96,CA- VENTURA,88,934,933,934,01-22-2020
101,CO- BOULDER,94,483,483,483,01-22-2020
102,CO- COLORADO SPRINGS,90,739,739,739,01-22-2020
103,CO- DENVER,93,4468,4463,4468,01-22-2020
104,CO- FORT COLLINS,88,378,378,378,01-22-2020
105,CO- GRAND JUNCTION,95,822,821,823,01-22-2020
106,CO- GREELEY,87,434,434,434,01-22-2020
107,CO- PUEBLO,81,77,77,77,01-22-2020
110,CT- HARTFORD,92,2729,2726,2730,01-22-2020
111,CT- NEW HAVEN,99,5070,5067,5071,01-22-2020
112,DE- WILMINGTON,87,1010,1010,1010,01-22-2020
113,DC- WASHINGTON,280,76846,76846,76846,01-22-2020
115,FL- BRADENTON,86,322,322,322,01-22-2020
116,FL- CLEARWATER,83,447,447,447,01-22-2020
118,FL- FORT LAUDERDALE,86,4004,4000,4005,01-22-2020
119,FL- FORT MYERS,85,1365,1364,1365,01-22-2020
120,FL- GAINESVILLE,82,367,367,367,01-22-2020
122,FL- HUDSON,84,390,390,390,01-22-2020
123,FL- JACKSONVILLE,83,1154,1152,1154,01-22-2020
124,FL- LAKELAND,84,332,332,332,01-22-2020
127,FL- MIAMI,86,4974,4969,4975,01-22-2020
129,FL- OCALA,84,371,371,371,01-22-2020
130,FL- ORLANDO,84,3021,3020,3021,01-22-2020
131,FL- ORMOND BEACH,83,348,348,348,01-22-2020
133,FL- PANAMA CITY,81,79,79,79,01-22-2020
134,FL- PENSACOLA,83,529,529,529,01-22-2020
137,FL- SARASOTA,83,365,365,365,01-22-2020
139,FL- ST PETERSBURG,83,362,362,362,01-22-2020
140,FL- TALLAHASSEE,82,351,349,351,01-22-2020
141,FL- TAMPA,84,1344,1342,1344,01-22-2020
142,GA- ALBANY,92,898,898,898,01-22-2020
144,GA- ATLANTA,95,12670,12663,12670,01-22-2020
145,GA- AUGUSTA,82,399,399,399,01-22-2020
146,GA- COLUMBUS,83,308,308,308,01-22-2020
147,GA- MACON,81,294,294,294,01-22-2020
148,GA- ROME,92,637,637,637,01-22-2020
149,GA- SAVANNAH,82,357,357,357,01-22-2020
154,IL- AURORA,94,538,538,538,01-22-2020
155,IL- BLUE ISLAND,87,1358,1358,1358,01-22-2020
156,IL- CHICAGO,87,4557,4557,4558,01-22-2020
158,IL- ELGIN,97,1330,1330,1330,01-22-2020
161,IL- EVANSTON,90,1813,1813,1814,01-22-2020
163,IL- HINSDALE,91,847,847,847,01-22-2020
164,IL- JOLIET,92,1184,1184,1184,01-22-2020
166,IL- MELROSE PARK,90,2380,2380,2380,01-22-2020
170,IL- PEORIA,81,245,245,245,01-22-2020
171,IL- ROCKFORD,86,673,673,674,01-22-2020
172,IL- SPRINGFIELD,80,84,84,84,01-22-2020
173,IL- URBANA,81,84,84,84,01-22-2020
175,IL- BLOOMINGTON,84,84,84,84,01-22-2020
179,IN- EVANSVILLE,80,0,0,0,01-22-2020
180,IN- FORT WAYNE,80,0,0,0,01-22-2020
181,IN- GARY,80,21,21,21,01-22-2020
183,IN- INDIANAPOLIS,80,63,63,63,01-22-2020
184,IN- LAFAYETTE,80,0,0,0,01-22-2020
185,IN- MUNCIE,80,0,0,0,01-22-2020
186,IN- MUNSTER,81,126,126,126,01-22-2020
187,IN- SOUTH BEND,80,28,28,28,01-22-2020
188,IN- TERRE HAUTE,80,0,0,0,01-22-2020
191,IA- DAVENPORT,81,155,155,155,01-22-2020
192,IA- DES MOINES,81,406,405,406,01-22-2020
193,IA- DUBUQUE,83,140,140,140,01-22-2020
194,IA- IOWA CITY,82,280,280,280,01-22-2020
195,IA- MASON CITY,80,0,0,0,01-22-2020
196,IA- SIOUX CITY,81,90,90,90,01-22-2020
197,IA- WATERLOO,82,91,91,91,01-22-2020
200,KS- TOPEKA,82,259,259,259,01-22-2020
201,KS- WICHITA,80,245,245,245,01-22-2020
203,KY- COVINGTON,88,637,637,637,01-22-2020
204,KY- LEXINGTON,84,1610,1610,1610,01-22-2020
205,KY- LOUISVILLE,84,1590,1587,1590,01-22-2020
207,KY- OWENSBORO,80,0,0,0,01-22-2020
208,KY- PADUCAH,80,0,0,0,01-22-2020
209,LA- ALEXANDRIA,81,84,84,84,01-22-2020
210,LA- BATON ROUGE,88,1346,1343,1346,01-22-2020
212,LA- HOUMA,88,441,441,441,01-22-2020
213,LA- LAFAYETTE,82,370,369,370,01-22-2020
214,LA- LAKE CHARLES,81,84,84,84,01-22-2020
216,LA- METAIRIE,108,1928,1927,1928,01-22-2020
217,LA- MONROE,81,54,54,54,01-22-2020
218,LA- NEW ORLEANS,99,3216,3212,3216,01-22-2020
219,LA- SHREVEPORT,81,259,259,259,01-22-2020
221,ME- BANGOR,80,49,49,49,01-22-2020
222,ME- PORTLAND,84,862,862,862,01-22-2020
223,MD- BALTIMORE,91,5166,5158,5166,01-22-2020
225,MD- SALISBURY,86,406,406,406,01-22-2020
226,MD- TAKOMA PARK,107,2460,2455,2460,01-22-2020
227,MA- BOSTON,92,9259,9240,9261,01-22-2020
230,MA- SPRINGFIELD,88,934,933,934,01-22-2020
231,MA- WORCESTER,92,1417,1417,1418,01-22-2020
232,MI- ANN ARBOR,90,2370,2368,2370,01-22-2020
233,MI- DEARBORN,88,990,990,990,01-22-2020
234,MI- DETROIT,89,3225,3225,3225,01-22-2020
235,MI- FLINT,87,619,617,619,01-22-2020
238,MI- KALAMAZOO,81,173,173,173,01-22-2020
239,MI- LANSING,84,476,476,476,01-22-2020
240,MI- MARQUETTE,80,0,0,0,01-22-2020
242,MI- MUSKEGON,82,94,94,94,01-22-2020
243,MI- PETOSKEY,80,0,0,0,01-22-2020
244,MI- PONTIAC,90,854,854,854,01-22-2020
245,MI- ROYAL OAK,87,1428,1428,1428,01-22-2020
246,MI- SAGINAW,81,169,169,169,01-22-2020
248,MI- ST JOSEPH,82,63,63,63,01-22-2020
249,MI- TRAVERSE CITY,80,0,0,0,01-22-2020
250,MN- DULUTH,80,0,0,0,01-22-2020
251,MN- MINNEAPOLIS,82,1740,1739,1740,01-22-2020
253,MN- ROCHESTER,80,147,147,147,01-22-2020
254,MN- ST CLOUD,81,91,91,91,01-22-2020
256,MN- ST PAUL,84,679,679,679,01-22-2020
257,MS- GULFPORT,92,692,692,692,01-22-2020
258,MS- HATTIESBURG,88,717,715,717,01-22-2020
259,MS- JACKSON,84,1259,1257,1259,01-22-2020
261,MS- OXFORD,80,0,0,0,01-22-2020
262,MS- TUPELO,81,217,217,217,01-22-2020
263,MO- CAPE GIRARDEAU,80,0,0,0,01-22-2020
264,MO- COLUMBIA,80,84,84,84,01-22-2020
267,MO- JOPLIN,80,0,0,0,01-22-2020
268,MO- KANSAS CITY,84,2487,2487,2487,01-22-2020
270,MO- SPRINGFIELD,80,90,89,90,01-22-2020
273,MO- ST LOUIS,81,1117,1115,1117,01-22-2020
274,MT- BILLINGS,81,274,274,274,01-22-2020
275,MT- GREAT FALLS,80,9,9,9,01-22-2020
276,MT- MISSOULA,81,140,140,140,01-22-2020
277,NE- LINCOLN,85,665,665,665,01-22-2020
278,NE- OMAHA,90,4079,4074,4079,01-22-2020
279,NV- LAS VEGAS,91,3355,3352,3356,01-22-2020
280,NV- RENO,86,837,837,837,01-22-2020
281,NH- LEBANON,84,315,315,315,01-22-2020
282,NH- MANCHESTER,84,652,652,652,01-22-2020
283,NJ- CAMDEN,92,6946,6935,6946,01-22-2020
284,NJ- HACKENSACK,111,7843,7839,7843,01-22-2020
285,NJ- MORRISTOWN,115,4691,4688,4691,01-22-2020
288,NJ- NEW BRUNSWICK,102,4398,4394,4398,01-22-2020
289,NJ- NEWARK,102,7489,7483,7489,01-22-2020
291,NJ- PATERSON,103,1921,1920,1921,01-22-2020
293,NM- ALBUQUERQUE,84,1012,1011,1012,01-22-2020
295,NY- ALBANY,113,11388,11384,11388,01-22-2020
296,NY- BINGHAMTON,90,700,700,700,01-22-2020
297,NY- BRONX,146,15977,15967,15977,01-22-2020
299,NY- BUFFALO,88,2108,2107,2108,01-22-2020
300,NY- ELMIRA,87,560,560,560,01-22-2020
301,NY- EAST LONG ISLAND,152,53088,53051,53092,01-22-2020
304,NY- ROCHESTER,90,2219,2218,2219,01-22-2020
307,NY- SYRACUSE,88,1645,1645,1645,01-22-2020
308,NY- WHITE PLAINS,142,12186,12180,12186,01-22-2020
309,NC- ASHEVILLE,80,84,84,84,01-22-2020
311,NC- CHARLOTTE,84,1595,1594,1596,01-22-2020
312,NC- DURHAM,82,626,624,626,01-22-2020
313,NC- GREENSBORO,82,301,301,301,01-22-2020
314,NC- GREENVILLE,80,172,172,172,01-22-2020
315,NC- HICKORY,81,84,84,84,01-22-2020
318,NC- RALEIGH,85,1518,1518,1518,01-22-2020
319,NC- WILMINGTON,81,168,168,168,01-22-2020
320,NC- WINSTON-SALEM,81,392,392,392,01-22-2020
321,ND- BISMARCK,83,189,189,189,01-22-2020
322,ND- FARGO MOORHEAD -MN,80,47,47,47,01-22-2020
323,ND- GRAND FORKS,80,0,0,0,01-22-2020
324,ND- MINOT,81,63,63,63,01-22-2020
325,OH- AKRON,88,1487,1485,1487,01-22-2020
326,OH- CANTON,88,1146,1144,1146,01-22-2020
327,OH- CINCINNATI,85,1731,1731,1731,01-22-2020
328,OH- CLEVELAND,88,4984,4980,4984,01-22-2020
329,OH- COLUMBUS,83,1881,1877,1881,01-22-2020
330,OH- DAYTON,81,440,440,440,01-22-2020
331,OH- ELYRIA,91,580,580,580,01-22-2020
332,OH- KETTERING,85,454,454,454,01-22-2020
334,OH- TOLEDO,83,1117,1117,1117,01-22-2020
335,OH- YOUNGSTOWN,85,913,911,913,01-22-2020
336,OK- LAWTON,80,0,0,0,01-22-2020
339,OK- OKLAHOMA CITY,85,2363,2361,2363,01-22-2020
340,OK- TULSA,81,602,602,602,01-22-2020
341,OR- BEND,83,105,105,105,01-22-2020
342,OR- EUGENE,85,436,436,436,01-22-2020
343,OR- MEDFORD,82,136,136,137,01-22-2020
344,OR- PORTLAND,85,2048,2046,2048,01-22-2020
345,OR- SALEM,88,266,266,266,01-22-2020
346,PA- ALLENTOWN,94,3066,3063,3066,01-22-2020
347,PA- ALTOONA,80,0,0,0,01-22-2020
350,PA- DANVILLE,80,42,42,42,01-22-2020
351,PA- ERIE,81,276,276,276,01-22-2020
352,PA- HARRISBURG,85,807,807,807,01-22-2020
354,PA- JOHNSTOWN,80,0,0,0,01-22-2020
355,PA- LANCASTER,87,652,651,652,01-22-2020
356,PA- PHILADELPHIA,89,8380,8371,8380,01-22-2020
357,PA- PITTSBURGH,81,1411,1408,1411,01-22-2020
358,PA- READING,87,754,754,754,01-22-2020
359,PA- SAYRE,82,84,84,84,01-22-2020
360,PA- SCRANTON,88,544,544,544,01-22-2020
362,PA- WILKES-BARRE,85,273,273,273,01-22-2020
363,PA- YORK,86,379,379,379,01-22-2020
365,SC- CHARLESTON,83,619,619,620,01-22-2020
366,SC- COLUMBIA,85,1396,1396,1396,01-22-2020
367,SC- FLORENCE,81,175,175,175,01-22-2020
368,SC- GREENVILLE,83,532,532,532,01-22-2020
369,SC- SPARTANBURG,82,188,188,188,01-22-2020
371,SD- SIOUX FALLS,81,288,287,288,01-22-2020
373,TN- CHATTANOOGA,80,121,121,121,01-22-2020
374,TN- JACKSON,80,0,0,0,01-22-2020
375,TN- JOHNSON CITY,80,0,0,0,01-22-2020
376,TN- KINGSPORT,80,0,0,0,01-22-2020
377,TN- KNOXVILLE,80,107,107,107,01-22-2020
379,TN- MEMPHIS,82,1108,1107,1108,01-22-2020
380,TN- NASHVILLE,85,3113,3102,3114,01-22-2020
382,TX- ABILENE,80,0,0,0,01-22-2020
383,TX- AMARILLO,80,0,0,0,01-22-2020
385,TX- AUSTIN,86,1492,1491,1492,01-22-2020
386,TX- BEAUMONT,80,84,84,84,01-22-2020
388,TX- BRYAN,84,175,175,175,01-22-2020
390,TX- CORPUS CHRISTI,80,84,84,84,01-22-2020
391,TX- DALLAS,84,3844,3841,3844,01-22-2020
393,TX- EL PASO,81,310,310,310,01-22-2020
394,TX- FORT WORTH,84,1520,1519,1520,01-22-2020
