date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
01-10-2021,127,124,128
01-11-2021,117,115,118
01-12-2021,114,112,116
01-13-2021,109,107,110
01-14-2021,104,102,106
01-15-2021,98,95,99
01-16-2021,93,91,94
01-17-2021,92,91,95
01-18-2021,98,96,99
01-19-2021,92,90,95
01-20-2021,90,88,91
01-21-2021,91,89,94
01-22-2021,92,89,95
01-23-2021,93,87,98
01-24-2021,94,86,101
01-25-2021,94,85,103
01-26-2021,95,85,107
01-27-2021,95,85,110
01-28-2021,97,84,113
01-29-2021,99,83,117
01-30-2021,100,83,122
01-31-2021,103,83,126
02-01-2021,104,82,132
02-02-2021,106,82,138
02-03-2021,109,82,144
02-04-2021,112,82,151
02-05-2021,112,82,155
02-06-2021,113,80,159
02-07-2021,114,80,164
02-08-2021,115,78,170
02-09-2021,117,77,175
02-10-2021,117,76,180
02-11-2021,118,75,185
02-12-2021,118,75,191
02-13-2021,118,74,195
02-14-2021,119,73,201
02-15-2021,120,71,207
02-16-2021,120,70,214
02-17-2021,119,69,220
02-18-2021,120,69,226
02-19-2021,121,68,232
02-20-2021,120,66,238
02-21-2021,120,66,245
02-22-2021,121,65,250
02-23-2021,121,64,256
02-24-2021,122,62,262
02-25-2021,122,61,267
02-26-2021,122,59,273
02-27-2021,122,59,278
02-28-2021,122,56,283
03-01-2021,123,55,288
03-02-2021,123,54,293
03-03-2021,124,53,297
03-04-2021,123,52,301
03-05-2021,123,51,305
03-06-2021,123,50,308
03-07-2021,123,49,311
03-08-2021,124,48,313
03-09-2021,124,47,315
03-10-2021,124,46,317
03-11-2021,123,45,318
03-12-2021,123,43,319
03-13-2021,122,42,319
