date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
01-31-2021,38,37,39
02-01-2021,34,33,36
02-02-2021,37,36,38
02-03-2021,38,37,40
02-04-2021,41,39,41
02-05-2021,39,38,40
02-06-2021,39,38,40
02-07-2021,40,39,41
02-08-2021,42,42,42
02-09-2021,39,38,40
02-10-2021,38,37,39
02-11-2021,37,36,38
02-12-2021,37,36,39
02-13-2021,37,36,38
02-14-2021,37,35,39
02-15-2021,37,34,40
02-16-2021,37,34,40
02-17-2021,37,32,41
02-18-2021,36,32,41
02-19-2021,36,31,42
02-20-2021,36,30,42
02-21-2021,35,30,43
02-22-2021,34,30,43
02-23-2021,34,29,43
02-24-2021,34,28,44
02-25-2021,33,27,44
02-26-2021,33,26,44
02-27-2021,33,25,44
02-28-2021,33,24,44
03-01-2021,33,23,44
03-02-2021,33,22,44
03-03-2021,33,22,44
03-04-2021,33,22,45
03-05-2021,33,21,46
03-06-2021,32,20,46
03-07-2021,31,20,46
03-08-2021,30,20,46
03-09-2021,30,19,47
03-10-2021,30,19,47
03-11-2021,29,18,47
03-12-2021,29,18,48
03-13-2021,29,17,48
03-14-2021,28,17,48
03-15-2021,28,17,49
03-16-2021,28,17,48
03-17-2021,28,16,48
03-18-2021,27,16,49
03-19-2021,27,15,49
03-20-2021,27,15,49
03-21-2021,27,15,49
03-22-2021,26,14,50
03-23-2021,26,14,51
03-24-2021,26,13,51
03-25-2021,25,12,51
03-26-2021,25,12,52
03-27-2021,25,12,51
03-28-2021,25,11,52
03-29-2021,25,11,52
03-30-2021,24,11,52
03-31-2021,23,10,53
04-01-2021,22,10,53
04-02-2021,22,10,53
04-03-2021,21,9,53
