date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,86.63,2727,2643,2796,85.72,87.58,2727 [2643 - 2796],86.63% [85.72% - 87.58%],1186,1024,1357,projected
01-16-2021,86.63,2696,2582,2838,85.44,87.78,2696 [2582 - 2838],86.63% [85.44% - 87.78%],1186,973,1392,projected
01-23-2021,86.24,2526,2401,2679,84.51,88.38,2526 [2401 - 2679],86.24% [84.51% - 88.38%],1116,808,1499,projected
01-30-2021,85.96,2419,2277,2614,83.93,88.48,2419 [2277 - 2614],85.96% [83.93% - 88.48%],1066,703,1518,projected
02-06-2021,85.66,2272,2118,2508,83.36,88.94,2272 [2118 - 2508],85.66% [83.36% - 88.94%],1013,602,1600,projected
02-13-2021,85.32,2149,1984,2404,82.76,89.21,2149 [1984 - 2404],85.32% [82.76% - 89.21%],952,494,1648,projected
02-20-2021,84.98,1984,1810,2258,82.26,89.24,1984 [1810 - 2258],84.98% [82.26% - 89.24%],891,405,1653,projected
