date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
12-19-2020,102.71,,,,,,,,4064,,,actual
12-26-2020,104.54,,,,,,,,4393,,,actual
01-02-2021,106.9,,,,,,,,4815,,,actual
01-09-2021,93.12,2727,2643,2796,91.73,94.69,2727 [2643 - 2796],93.12% [91.73% - 94.69%],2348,2099,2629,projected
01-16-2021,93.2,2696,2582,2838,91.09,95.38,2696 [2582 - 2838],93.2% [91.09% - 95.38%],2362,1985,2753,projected
01-23-2021,92.72,2526,2401,2679,89.27,96.85,2526 [2401 - 2679],92.72% [89.27% - 96.85%],2277,1660,3016,projected
01-30-2021,92.03,2419,2277,2614,88.16,96.75,2419 [2277 - 2614],92.03% [88.16% - 96.75%],2153,1460,2998,projected
02-06-2021,91.45,2272,2118,2508,86.96,97.69,2272 [2118 - 2508],91.45% [86.96% - 97.69%],2049,1245,3167,projected
02-13-2021,90.77,2149,1984,2404,85.76,98.29,2149 [1984 - 2404],90.77% [85.76% - 98.29%],1927,1031,3274,projected
02-20-2021,90.12,1984,1810,2258,84.77,98.52,1984 [1810 - 2258],90.12% [84.77% - 98.52%],1812,853,3314,projected
