date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,81.67,264,249,280,81.32,81.94,264 [249 - 280],81.67% [81.32% - 81.94%],299,237,347,projected
05-29-2021,81.2,209,194,224,80.84,81.55,209 [194 - 224],81.2% [80.84% - 81.55%],215,150,278,projected
06-05-2021,80.96,185,169,200,80.56,81.34,185 [169 - 200],80.96% [80.56% - 81.34%],172,101,240,projected
06-12-2021,80.84,138,123,158,80.39,81.27,138 [123 - 158],80.84% [80.39% - 81.27%],150,69,228,projected
06-19-2021,80.61,109,95,129,80.2,81.16,109 [95 - 129],80.61% [80.2% - 81.16%],109,35,207,projected
06-26-2021,80.51,74,62,93,80.09,81.0,74 [62 - 93],80.51% [80.09% - 81.0%],91,17,179,projected
07-03-2021,80.32,45,39,64,80.07,80.84,45 [39 - 64],80.32% [80.07% - 80.84%],57,13,151,projected
