date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.53,,,,,,,,631,,,actual
05-22-2021,80.78,264,249,280,80.57,80.94,264 [249 - 280],80.78% [80.57% - 80.94%],139,102,169,projected
05-29-2021,80.57,209,194,224,80.39,80.74,209 [194 - 224],80.57% [80.39% - 80.74%],102,69,133,projected
06-05-2021,80.46,185,169,200,80.24,80.67,185 [169 - 200],80.46% [80.24% - 80.67%],82,43,120,projected
06-12-2021,80.4,138,123,158,80.17,80.63,138 [123 - 158],80.4% [80.17% - 80.63%],71,30,113,projected
06-19-2021,80.28,109,95,129,80.08,80.56,109 [95 - 129],80.28% [80.08% - 80.56%],51,15,101,projected
06-26-2021,80.25,74,62,93,80.03,80.48,74 [62 - 93],80.25% [80.03% - 80.48%],44,6,86,projected
07-03-2021,80.15,45,39,64,80.03,80.42,45 [39 - 64],80.15% [80.03% - 80.42%],26,6,76,projected
