region,region_name,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Last Update,Type
1,AL- BIRMINGHAM,84.37,198,181,245,81.68,89.06,198 [181 - 245],84.37% [81.68% - 89.06%],369,142,765,04-28-2021,projected
2,AL- DOTHAN,85.2,42,39,57,84.14,95.96,42 [39 - 57],85.2% [84.14% - 95.96%],69,55,212,04-28-2021,projected
5,AL- HUNTSVILLE,88.35,91,83,112,83.19,99.68,91 [83 - 112],88.35% [83.19% - 99.68%],157,60,370,04-28-2021,projected
6,AL- MOBILE,109.75,466,419,550,90.71,140.34,466 [419 - 550],109.75% [90.71% - 140.34%],850,306,1724,04-28-2021,projected
7,AL- MONTGOMERY,86.86,63,57,77,82.46,97.21,63 [57 - 77],86.86% [82.46% - 97.21%],106,38,266,04-28-2021,projected
9,AL- TUSCALOOSA,83.01,21,18,27,80.5,89.82,21 [18 - 27],83.01% [80.5% - 89.82%],30,5,98,04-28-2021,projected
11,AZ- MESA,97.78,203,184,249,87.58,121.92,203 [184 - 249],97.78% [87.58% - 121.92%],352,150,830,04-28-2021,projected
12,AZ- PHOENIX,90.26,450,408,559,84.08,106.02,450 [408 - 559],90.26% [84.08% - 106.02%],777,309,1971,04-28-2021,projected
14,AZ- SUN CITY,88.02,35,32,44,83.46,98.27,35 [32 - 44],88.02% [83.46% - 98.27%],65,28,148,04-28-2021,projected
15,AZ- TUCSON,84.56,63,57,79,81.7,91.49,63 [57 - 79],84.56% [81.7% - 91.49%],115,43,290,04-28-2021,projected
16,AR- FORT SMITH,100.69,156,135,198,85.93,137.85,156 [135 - 198],100.69% [85.93% - 137.85%],265,76,741,04-28-2021,projected
18,AR- JONESBORO,82.32,14,12,23,80.88,94.93,14 [12 - 23],82.32% [80.88% - 94.93%],21,8,135,04-28-2021,projected
19,AR- LITTLE ROCK,83.57,126,110,169,81.32,91.63,126 [110 - 169],83.57% [81.32% - 91.63%],206,76,671,04-28-2021,projected
21,AR- SPRINGDALE,86.15,28,26,39,82.27,97.12,28 [26 - 39],86.15% [82.27% - 97.12%],65,24,181,04-28-2021,projected
22,AR- TEXARKANA,82.35,14,12,22,80.0,90.2,14 [12 - 22],82.35% [80.0% - 90.2%],23,0,100,04-28-2021,projected
23,CA- ORANGE CO.,80.21,7,6,8,80.08,80.5,7 [6 - 8],80.21% [80.08% - 80.5%],16,6,38,04-28-2021,projected
25,CA- BAKERSFIELD,80.0,0,0,1,80.0,80.3,0 [0 - 1],80.0% [80.0% - 80.3%],0,0,11,04-28-2021,projected
31,CA- CHICO,81.88,7,6,8,80.47,85.62,7 [6 - 8],81.88% [80.47% - 85.62%],12,3,36,04-28-2021,projected
33,CA- CONTRA COSTA CO.,81.45,9,7,11,80.35,82.85,9 [7 - 11],81.45% [80.35% - 82.85%],29,7,57,04-28-2021,projected
43,CA- FRESNO,80.13,0,0,1,80.0,80.61,0 [0 - 1],80.13% [80.0% - 80.61%],3,0,14,04-28-2021,projected
56,CA- LOS ANGELES,80.11,7,6,11,80.02,80.38,7 [6 - 11],80.11% [80.02% - 80.38%],27,5,94,04-28-2021,projected
58,CA- MODESTO,80.58,0,0,3,80.0,82.5,0 [0 - 3],80.58% [80.0% - 82.5%],10,0,43,04-28-2021,projected
62,CA- NAPA,81.03,0,0,2,80.34,83.09,0 [0 - 2],81.03% [80.34% - 83.09%],6,2,18,04-28-2021,projected
65,CA- ALAMEDA CO.,81.48,20,18,24,80.44,82.93,20 [18 - 24],81.48% [80.44% - 82.93%],50,15,99,04-28-2021,projected
69,CA- PALM SPR/RANCHO MIR.,80.0,0,0,0,80.0,80.19,0 [0 - 0],80.0% [80.0% - 80.19%],0,0,2,04-28-2021,projected
73,CA- REDDING,90.35,63,57,72,84.16,99.5,63 [57 - 72],90.35% [84.16% - 99.5%],112,45,211,04-28-2021,projected
77,CA- SACRAMENTO,81.17,18,15,23,80.25,82.61,18 [15 - 23],81.17% [80.25% - 82.61%],56,12,125,04-28-2021,projected
78,CA- SALINAS,80.0,0,0,0,80.0,80.76,0 [0 - 0],80.0% [80.0% - 80.76%],0,0,6,04-28-2021,projected
79,CA- SAN BERNARDINO,80.07,0,0,2,80.0,80.43,0 [0 - 2],80.07% [80.0% - 80.43%],4,0,25,04-28-2021,projected
80,CA- SAN DIEGO,80.47,10,8,13,80.14,81.09,10 [8 - 13],80.47% [80.14% - 81.09%],33,10,77,04-28-2021,projected
81,CA- SAN FRANCISCO,80.57,10,8,14,80.16,81.44,10 [8 - 14],80.57% [80.16% - 81.44%],29,8,73,04-28-2021,projected
82,CA- SAN JOSE,80.96,11,9,14,80.3,82.02,11 [9 - 14],80.96% [80.3% - 82.02%],29,9,61,04-28-2021,projected
83,CA- SAN LUIS OBISPO,81.75,0,0,1,80.0,82.41,0 [0 - 1],81.75% [80.0% - 82.41%],8,0,11,04-28-2021,projected
85,CA- SAN MATEO CO.,80.7,7,6,9,80.37,81.59,7 [6 - 9],80.7% [80.37% - 81.59%],19,10,43,04-28-2021,projected
86,CA- SANTA BARBARA,80.1,0,0,0,80.0,80.1,0 [0 - 0],80.1% [80.0% - 80.1%],1,0,1,04-28-2021,projected
87,CA- SANTA CRUZ,86.69,8,6,11,81.95,93.93,8 [6 - 11],86.69% [81.95% - 93.93%],24,7,50,04-28-2021,projected
89,CA- SANTA ROSA,80.0,0,0,0,80.0,80.32,0 [0 - 0],80.0% [80.0% - 80.32%],0,0,6,04-28-2021,projected
91,CA- STOCKTON,81.22,7,6,8,80.28,82.54,7 [6 - 8],81.22% [80.28% - 82.54%],13,3,27,04-28-2021,projected
96,CA- VENTURA,80.13,0,0,1,80.0,80.83,0 [0 - 1],80.13% [80.0% - 80.83%],2,0,13,04-28-2021,projected
101,CO- BOULDER,87.16,15,13,18,83.16,93.47,15 [13 - 18],87.16% [83.16% - 93.47%],34,15,64,04-28-2021,projected
102,CO- COLORADO SPRINGS,96.52,80,71,92,86.18,110.14,80 [71 - 92],96.52% [86.18% - 110.14%],171,64,312,04-28-2021,projected
103,CO- DENVER,87.37,161,145,189,83.01,94.38,161 [145 - 189],87.37% [83.01% - 94.38%],352,144,687,04-28-2021,projected
104,CO- FORT COLLINS,90.64,35,32,42,83.91,101.6,35 [32 - 42],90.64% [83.91% - 101.6%],68,25,138,04-28-2021,projected
105,CO- GRAND JUNCTION,86.44,28,25,33,82.65,92.25,28 [25 - 33],86.44% [82.65% - 92.25%],51,21,97,04-28-2021,projected
106,CO- GREELEY,85.79,21,19,24,82.19,90.68,21 [19 - 24],85.79% [82.19% - 90.68%],45,17,83,04-28-2021,projected
107,CO- PUEBLO,86.52,21,19,26,82.88,92.66,21 [19 - 26],86.52% [82.88% - 92.66%],52,23,101,04-28-2021,projected
109,CT- BRIDGEPORT,81.0,7,6,8,80.35,81.89,7 [6 - 8],81.0% [80.35% - 81.89%],17,6,32,04-28-2021,projected
110,CT- HARTFORD,81.38,7,6,12,80.31,82.55,7 [6 - 12],81.38% [80.31% - 82.55%],45,10,83,04-28-2021,projected
111,CT- NEW HAVEN,81.14,14,12,17,80.36,82.02,14 [12 - 17],81.14% [80.36% - 82.02%],44,14,78,04-28-2021,projected
112,DE- WILMINGTON,85.26,43,38,51,82.15,90.42,43 [38 - 51],85.26% [82.15% - 90.42%],98,40,194,04-28-2021,projected
113,DC- WASHINGTON,83.66,77,68,94,81.35,87.09,77 [68 - 94],83.66% [81.35% - 87.09%],201,74,389,04-28-2021,projected
115,FL- BRADENTON,86.91,22,19,26,82.96,92.27,22 [19 - 26],86.91% [82.96% - 92.27%],49,21,87,04-28-2021,projected
116,FL- CLEARWATER,82.2,14,12,17,80.86,83.91,14 [12 - 17],82.2% [80.86% - 83.91%],36,14,64,04-28-2021,projected
118,FL- FORT LAUDERDALE,83.56,132,118,152,81.38,86.53,132 [118 - 152],83.56% [81.38% - 86.53%],310,120,568,04-28-2021,projected
119,FL- FORT MYERS,84.47,75,67,87,81.8,88.36,75 [67 - 87],84.47% [81.8% - 88.36%],171,69,320,04-28-2021,projected
120,FL- GAINESVILLE,83.04,27,24,30,80.6,84.78,27 [24 - 30],83.04% [80.6% - 84.78%],56,11,88,04-28-2021,projected
122,FL- HUDSON,86.95,40,36,46,82.8,92.22,40 [36 - 46],86.95% [82.8% - 92.22%],87,35,153,04-28-2021,projected
123,FL- JACKSONVILLE,85.07,118,104,142,81.45,90.5,118 [104 - 142],85.07% [81.45% - 90.5%],249,71,516,04-28-2021,projected
124,FL- LAKELAND,87.58,34,31,40,82.81,93.76,34 [31 - 40],87.58% [82.81% - 93.76%],81,30,147,04-28-2021,projected
127,FL- MIAMI,81.92,73,64,96,80.51,84.88,73 [64 - 96],81.92% [80.51% - 84.88%],207,55,526,04-28-2021,projected
129,FL- OCALA,86.94,43,38,51,82.7,92.5,43 [38 - 51],86.94% [82.7% - 92.5%],95,37,171,04-28-2021,projected
130,FL- ORLANDO,85.38,241,216,278,82.06,89.78,241 [216 - 278],85.38% [82.06% - 89.78%],557,213,1013,04-28-2021,projected
131,FL- ORMOND BEACH,82.96,20,17,23,80.97,84.78,20 [17 - 23],82.96% [80.97% - 84.78%],49,16,79,04-28-2021,projected
133,FL- PANAMA CITY,81.05,0,0,2,80.0,83.31,0 [0 - 2],81.05% [80.0% - 83.31%],7,0,22,04-28-2021,projected
134,FL- PENSACOLA,83.79,56,51,65,81.49,88.43,56 [51 - 65],83.79% [81.49% - 88.43%],89,35,198,04-28-2021,projected
137,FL- SARASOTA,83.18,21,19,25,81.11,86.23,21 [19 - 25],83.18% [81.11% - 86.23%],46,16,90,04-28-2021,projected
139,FL- ST PETERSBURG,81.81,12,10,14,80.69,83.25,12 [10 - 14],81.81% [80.69% - 83.25%],29,11,52,04-28-2021,projected
140,FL- TALLAHASSEE,82.93,28,25,46,81.04,88.9,28 [25 - 46],82.93% [81.04% - 88.9%],79,28,240,04-28-2021,projected
141,FL- TAMPA,86.71,127,114,146,82.65,92.07,127 [114 - 146],86.71% [82.65% - 92.07%],286,113,514,04-28-2021,projected
142,GA- ALBANY,94.68,91,83,106,85.36,109.35,91 [83 - 106],94.68% [85.36% - 109.35%],156,57,312,04-28-2021,projected
144,GA- ATLANTA,92.45,793,717,954,85.41,108.63,793 [717 - 954],92.45% [85.41% - 108.63%],1491,648,3430,04-28-2021,projected
145,GA- AUGUSTA,84.44,61,55,75,82.28,91.08,61 [55 - 75],84.44% [82.28% - 91.08%],109,56,272,04-28-2021,projected
146,GA- COLUMBUS,85.8,42,38,57,81.51,97.71,42 [38 - 57],85.8% [81.51% - 97.71%],73,19,223,04-28-2021,projected
147,GA- MACON,92.79,178,157,221,82.86,115.73,178 [157 - 221],92.79% [82.86% - 115.73%],286,64,799,04-28-2021,projected
148,GA- ROME,80.41,0,0,1,80.41,82.73,0 [0 - 1],80.41% [80.41% - 82.73%],3,3,20,04-28-2021,projected
149,GA- SAVANNAH,85.98,41,35,68,81.65,99.53,41 [35 - 68],85.98% [81.65% - 99.53%],123,34,402,04-28-2021,projected
151,ID- BOISE,82.12,21,19,25,80.48,84.48,21 [19 - 25],82.12% [80.48% - 84.48%],44,10,93,04-28-2021,projected
152,ID- IDAHO FALLS,80.43,0,0,1,80.0,80.87,0 [0 - 1],80.43% [80.0% - 80.87%],2,0,4,04-28-2021,projected
154,IL- AURORA,95.75,40,36,48,87.21,118.9,40 [36 - 48],95.75% [87.21% - 118.9%],83,38,205,04-28-2021,projected
155,IL- BLUE ISLAND,83.19,38,34,58,81.26,94.2,38 [34 - 58],83.19% [81.26% - 94.2%],81,32,360,04-28-2021,projected
156,IL- CHICAGO,83.14,123,110,194,81.21,94.21,123 [110 - 194],83.14% [81.21% - 94.21%],269,104,1216,04-28-2021,projected
158,IL- ELGIN,94.0,75,68,92,86.17,116.28,75 [68 - 92],94.0% [86.17% - 116.28%],152,67,394,04-28-2021,projected
161,IL- EVANSTON,84.64,52,46,79,81.82,99.21,52 [46 - 79],84.64% [81.82% - 99.21%],112,44,464,04-28-2021,projected
163,IL- HINSDALE,87.18,39,35,49,83.27,99.73,39 [35 - 49],87.18% [83.27% - 99.73%],79,36,217,04-28-2021,projected
164,IL- JOLIET,86.94,39,35,51,83.02,98.55,39 [35 - 51],86.94% [83.02% - 98.55%],92,40,246,04-28-2021,projected
166,IL- MELROSE PARK,85.75,83,75,117,82.42,100.81,83 [75 - 117],85.75% [82.42% - 100.81%],178,75,644,04-28-2021,projected
170,IL- PEORIA,84.57,33,29,43,81.78,90.92,33 [29 - 43],84.57% [81.78% - 90.92%],85,33,203,04-28-2021,projected
171,IL- ROCKFORD,86.01,42,37,52,81.89,96.26,42 [37 - 52],86.01% [81.89% - 96.26%],92,29,249,04-28-2021,projected
172,IL- SPRINGFIELD,86.13,71,64,89,82.44,95.36,71 [64 - 89],86.13% [82.44% - 95.36%],156,62,391,04-28-2021,projected
173,IL- URBANA,86.26,35,31,42,81.83,93.76,35 [31 - 42],86.26% [81.83% - 93.76%],65,19,143,04-28-2021,projected
175,IL- BLOOMINGTON,87.49,7,6,10,83.0,105.84,7 [6 - 10],87.49% [83.0% - 105.84%],20,8,69,04-28-2021,projected
179,IN- EVANSVILLE,82.59,28,25,41,80.64,89.49,28 [25 - 41],82.59% [80.64% - 89.49%],53,13,194,04-28-2021,projected
180,IN- FORT WAYNE,88.05,96,87,112,83.35,94.56,96 [87 - 112],88.05% [83.35% - 94.56%],178,74,322,04-28-2021,projected
181,IN- GARY,85.25,36,32,45,82.19,92.35,36 [32 - 45],85.25% [82.19% - 92.35%],79,33,186,04-28-2021,projected
183,IN- INDIANAPOLIS,82.87,81,72,100,80.94,86.14,81 [72 - 100],82.87% [80.94% - 86.14%],184,60,394,04-28-2021,projected
184,IN- LAFAYETTE,81.48,7,6,7,80.0,83.37,7 [6 - 7],81.48% [80.0% - 83.37%],11,0,25,04-28-2021,projected
185,IN- MUNCIE,81.67,0,0,2,80.0,85.01,0 [0 - 2],81.67% [80.0% - 85.01%],7,0,21,04-28-2021,projected
