date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,83.01,374,357,387,82.73,83.29,374 [357 - 387],83.01% [82.73% - 83.29%],538,489,589,projected
05-22-2021,82.33,264,248,280,81.89,82.67,264 [248 - 280],82.33% [81.89% - 82.67%],417,339,477,projected
05-29-2021,81.66,210,195,225,81.18,82.15,210 [195 - 225],81.66% [81.18% - 82.15%],297,212,384,projected
06-05-2021,81.33,186,170,202,80.81,81.85,186 [170 - 202],81.33% [80.81% - 81.85%],238,145,331,projected
06-12-2021,81.16,148,132,168,80.53,81.75,148 [132 - 168],81.16% [80.53% - 81.75%],207,94,313,projected
06-19-2021,80.94,124,109,149,80.32,81.66,124 [109 - 149],80.94% [80.32% - 81.66%],169,58,298,projected
06-26-2021,80.84,112,99,138,80.17,81.69,112 [99 - 138],80.84% [80.17% - 81.69%],150,31,302,projected
