date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
08-02-2020,6,5,7
08-03-2020,5,5,6
08-04-2020,4,4,6
08-05-2020,3,3,3
08-06-2020,3,3,3
08-07-2020,4,4,4
08-08-2020,3,3,3
08-09-2020,3,3,3
08-10-2020,5,5,5
08-11-2020,6,6,7
08-12-2020,6,6,7
08-13-2020,6,5,6
08-14-2020,7,5,7
08-15-2020,7,6,7
08-16-2020,7,6,7
08-17-2020,6,6,6
08-18-2020,6,6,6
08-19-2020,5,5,5
08-20-2020,4,4,5
08-21-2020,5,5,5
08-22-2020,7,7,7
08-23-2020,7,7,7
08-24-2020,8,8,8
08-25-2020,9,8,10
08-26-2020,10,9,11
08-27-2020,13,13,13
08-28-2020,13,11,13
08-29-2020,12,11,12
08-30-2020,11,11,13
08-31-2020,12,12,13
09-01-2020,12,11,12
09-02-2020,12,11,13
09-03-2020,11,11,12
09-04-2020,11,10,11
09-05-2020,15,15,15
09-06-2020,13,12,14
09-07-2020,14,14,15
09-08-2020,16,14,16
09-09-2020,16,16,16
09-10-2020,16,16,17
09-11-2020,16,16,17
09-12-2020,16,16,17
09-13-2020,17,16,18
09-14-2020,18,16,20
09-15-2020,18,17,22
09-16-2020,20,17,22
09-17-2020,21,17,24
09-18-2020,23,18,24
09-19-2020,23,19,24
09-20-2020,23,21,25
09-21-2020,23,21,28
09-22-2020,24,21,30
09-23-2020,27,21,33
09-24-2020,27,23,34
09-25-2020,29,24,36
09-26-2020,31,26,37
