date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound
09-06-2020,26,26,28
09-07-2020,27,25,28
09-08-2020,28,26,29
09-09-2020,29,27,29
09-10-2020,30,27,30
09-11-2020,29,26,30
09-12-2020,29,26,29
09-13-2020,28,25,30
09-14-2020,28,26,29
09-15-2020,28,26,29
09-16-2020,28,28,31
09-17-2020,28,26,30
09-18-2020,27,24,29
09-19-2020,27,25,28
09-20-2020,27,25,28
09-21-2020,27,25,29
09-22-2020,27,25,29
09-23-2020,27,24,29
09-24-2020,27,24,29
09-25-2020,27,24,30
09-26-2020,27,24,29
09-27-2020,27,24,30
09-28-2020,28,23,30
09-29-2020,28,23,30
09-30-2020,28,23,30
10-01-2020,28,23,30
10-02-2020,28,23,30
10-03-2020,28,22,30
10-04-2020,28,23,30
10-05-2020,27,23,30
10-06-2020,27,23,31
10-07-2020,27,23,31
10-08-2020,27,23,31
10-09-2020,26,23,31
10-10-2020,25,23,31
10-11-2020,25,23,31
10-12-2020,25,23,31
10-13-2020,24,23,32
10-14-2020,24,23,31
10-15-2020,24,23,31
10-16-2020,24,22,31
10-17-2020,24,22,32
10-18-2020,24,21,32
10-19-2020,24,21,32
10-20-2020,24,21,33
10-21-2020,24,21,33
10-22-2020,24,21,33
10-23-2020,24,21,33
10-24-2020,24,21,34
10-25-2020,24,20,34
10-26-2020,24,19,34
10-27-2020,24,19,34
10-28-2020,24,19,34
10-29-2020,25,19,34
10-30-2020,25,19,33
10-31-2020,25,19,34
11-01-2020,24,18,34
11-02-2020,23,17,34
11-03-2020,23,17,35
11-04-2020,23,17,35
11-05-2020,23,17,35
11-06-2020,23,17,35
11-07-2020,23,17,34
