HRRNum,Hospital Referral Region,Projected Demand (%),Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Hospitalizations (Range),Projected Demand (Range),Last Update
191,IA- DAVENPORT,82.39,52,46,63,80.54,85.53,52 [46 - 63],82.39% [80.54% - 85.53%],05-12-2020
192,IA- DES MOINES,84.16,134,119,177,81.12,92.24,134 [119 - 177],84.16% [81.12% - 92.24%],05-12-2020
193,IA- DUBUQUE,85.33,27,25,31,81.28,89.54,27 [25 - 31],85.33% [81.28% - 89.54%],05-12-2020
194,IA- IOWA CITY,84.7,88,79,107,81.24,90.91,88 [79 - 107],84.7% [81.24% - 90.91%],05-12-2020
195,IA- MASON CITY,80.85,0,0,4,80.0,83.27,0 [0 - 4],80.85% [80.0% - 83.27%],05-12-2020
196,IA- SIOUX CITY,82.92,32,28,41,80.53,87.33,32 [28 - 41],82.92% [80.53% - 87.33%],05-12-2020
197,IA- WATERLOO,84.46,22,19,31,80.94,91.89,22 [19 - 31],84.46% [80.94% - 91.89%],05-12-2020
200,KS- TOPEKA,81.87,28,26,47,80.58,88.4,28 [26 - 47],81.87% [80.58% - 88.4%],05-12-2020
201,KS- WICHITA,81.22,59,53,83,80.36,84.26,59 [53 - 83],81.22% [80.36% - 84.26%],05-12-2020
203,KY- COVINGTON,83.63,35,31,44,80.0,88.99,35 [31 - 44],83.63% [80.0% - 88.99%],05-12-2020
204,KY- LEXINGTON,81.65,83,72,141,80.38,88.57,83 [72 - 141],81.65% [80.38% - 88.57%],05-12-2020
205,KY- LOUISVILLE,82.98,140,126,192,80.83,89.63,140 [126 - 192],82.98% [80.83% - 89.63%],05-12-2020
207,KY- OWENSBORO,80.0,0,0,2,80.0,84.24,0 [0 - 2],80.0% [80.0% - 84.24%],05-12-2020
208,KY- PADUCAH,80.2,0,0,0,80.0,80.37,0 [0 - 0],80.2% [80.0% - 80.37%],05-12-2020
209,LA- ALEXANDRIA,80.0,0,0,0,80.0,80.61,0 [0 - 0],80.0% [80.0% - 80.61%],05-12-2020
210,LA- BATON ROUGE,81.29,29,25,41,80.24,84.52,29 [25 - 41],81.29% [80.24% - 84.52%],05-12-2020
212,LA- HOUMA,81.78,7,7,11,80.0,84.85,7 [7 - 11],81.78% [80.0% - 84.85%],05-12-2020
213,LA- LAFAYETTE,80.29,0,0,3,80.0,81.2,0 [0 - 3],80.29% [80.0% - 81.2%],05-12-2020
214,LA- LAKE CHARLES,80.0,0,0,0,80.0,80.69,0 [0 - 0],80.0% [80.0% - 80.69%],05-12-2020
216,LA- METAIRIE,83.64,33,30,44,80.79,90.78,33 [30 - 44],83.64% [80.79% - 90.78%],05-12-2020
217,LA- MONROE,80.0,0,0,0,80.0,80.65,0 [0 - 0],80.0% [80.0% - 80.65%],05-12-2020
218,LA- NEW ORLEANS,82.58,59,53,75,80.54,87.01,59 [53 - 75],82.58% [80.54% - 87.01%],05-12-2020
219,LA- SHREVEPORT,80.23,0,0,3,80.0,80.8,0 [0 - 3],80.23% [80.0% - 80.8%],05-12-2020
220,LA- SLIDELL,86.11,28,25,35,80.4,95.67,28 [25 - 35],86.11% [80.4% - 95.67%],05-12-2020
221,ME- BANGOR,80.18,0,0,1,80.0,80.92,0 [0 - 1],80.18% [80.0% - 80.92%],05-12-2020
222,ME- PORTLAND,81.29,29,26,39,80.38,83.5,29 [26 - 39],81.29% [80.38% - 83.5%],05-12-2020
223,MD- BALTIMORE,94.29,961,868,1152,85.46,112.01,961 [868 - 1152],94.29% [85.46% - 112.01%],05-12-2020
225,MD- SALISBURY,89.08,81,72,97,81.81,99.21,81 [72 - 97],89.08% [81.81% - 99.21%],05-12-2020
226,MD- TAKOMA PARK,112.45,413,380,471,95.23,140.92,413 [380 - 471],112.45% [95.23% - 140.92%],05-12-2020
227,MA- BOSTON,87.87,863,782,1078,82.78,100.95,863 [782 - 1078],87.87% [82.78% - 100.95%],05-12-2020
230,MA- SPRINGFIELD,85.53,84,77,106,81.75,94.24,84 [77 - 106],85.53% [81.75% - 94.24%],05-12-2020
231,MA- WORCESTER,88.26,133,121,168,82.8,102.17,133 [121 - 168],88.26% [82.8% - 102.17%],05-12-2020
232,MI- ANN ARBOR,81.61,49,44,63,80.4,84.6,49 [44 - 63],81.61% [80.4% - 84.6%],05-12-2020
233,MI- DEARBORN,81.39,21,19,26,80.3,83.71,21 [19 - 26],81.39% [80.3% - 83.71%],05-12-2020
234,MI- DETROIT,81.59,71,63,90,80.34,84.38,71 [63 - 90],81.59% [80.34% - 84.38%],05-12-2020
235,MI- FLINT,81.15,9,8,14,80.0,83.47,9 [8 - 14],81.15% [80.0% - 83.47%],05-12-2020
236,MI- GRAND RAPIDS,80.33,2,1,5,80.0,81.17,2 [1 - 5],80.33% [80.0% - 81.17%],05-12-2020
238,MI- KALAMAZOO,80.0,0,0,2,80.0,81.02,0 [0 - 2],80.0% [80.0% - 81.02%],05-12-2020
239,MI- LANSING,80.41,0,0,5,80.0,82.35,0 [0 - 5],80.41% [80.0% - 82.35%],05-12-2020
240,MI- MARQUETTE,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
242,MI- MUSKEGON,80.06,0,0,1,80.0,81.31,0 [0 - 1],80.06% [80.0% - 81.31%],05-12-2020
243,MI- PETOSKEY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
244,MI- PONTIAC,81.64,14,13,19,80.34,84.56,14 [13 - 19],81.64% [80.34% - 84.56%],05-12-2020
245,MI- ROYAL OAK,81.23,28,26,37,80.26,83.41,28 [26 - 37],81.23% [80.26% - 83.41%],05-12-2020
246,MI- SAGINAW,80.0,0,0,1,80.0,80.57,0 [0 - 1],80.0% [80.0% - 80.57%],05-12-2020
248,MI- ST JOSEPH,81.5,0,0,0,80.0,81.32,0 [0 - 0],81.5% [80.0% - 81.32%],05-12-2020
249,MI- TRAVERSE CITY,80.0,0,0,0,80.0,80.0,0 [0 - 0],80.0% [80.0% - 80.0%],05-12-2020
250,MN- DULUTH,80.72,5,5,9,80.34,82.93,5 [5 - 9],80.72% [80.34% - 82.93%],05-12-2020
251,MN- MINNEAPOLIS,84.94,417,375,534,81.69,93.44,417 [375 - 534],84.94% [81.69% - 93.44%],05-12-2020
253,MN- ROCHESTER,82.38,59,53,78,80.77,87.0,59 [53 - 78],82.38% [80.77% - 87.0%],05-12-2020
254,MN- ST CLOUD,83.93,26,23,34,80.85,90.89,26 [23 - 34],83.93% [80.85% - 90.89%],05-12-2020
256,MN- ST PAUL,86.38,141,129,181,82.54,96.94,141 [129 - 181],86.38% [82.54% - 96.94%],05-12-2020
257,MS- GULFPORT,85.47,42,39,51,81.81,93.97,42 [39 - 51],85.47% [81.81% - 93.97%],05-12-2020
258,MS- HATTIESBURG,83.53,42,36,54,80.0,90.25,42 [36 - 54],83.53% [80.0% - 90.25%],05-12-2020
259,MS- JACKSON,82.08,91,80,140,80.29,89.08,91 [80 - 140],82.08% [80.29% - 89.08%],05-12-2020
260,MS- MERIDIAN,80.0,0,0,3,80.0,82.45,0 [0 - 3],80.0% [80.0% - 82.45%],05-12-2020
261,MS- OXFORD,80.0,0,0,5,80.0,85.96,0 [0 - 5],80.0% [80.0% - 85.96%],05-12-2020
262,MS- TUPELO,80.82,7,6,22,80.0,86.38,7 [6 - 22],80.82% [80.0% - 86.38%],05-12-2020
263,MO- CAPE GIRARDEAU,80.15,0,0,1,80.0,80.58,0 [0 - 1],80.15% [80.0% - 80.58%],05-12-2020
264,MO- COLUMBIA,80.34,0,0,7,80.0,82.49,0 [0 - 7],80.34% [80.0% - 82.49%],05-12-2020
267,MO- JOPLIN,80.0,0,0,2,80.0,81.57,0 [0 - 2],80.0% [80.0% - 81.57%],05-12-2020
268,MO- KANSAS CITY,83.2,250,229,310,81.34,87.89,250 [229 - 310],83.2% [81.34% - 87.89%],05-12-2020
270,MO- SPRINGFIELD,80.63,7,7,13,80.31,82.6,7 [7 - 13],80.63% [80.31% - 82.6%],05-12-2020
273,MO- ST LOUIS,81.29,153,139,201,80.51,83.83,153 [139 - 201],81.29% [80.51% - 83.83%],05-12-2020
274,MT- BILLINGS,80.29,2,1,5,80.0,81.0,2 [1 - 5],80.29% [80.0% - 81.0%],05-12-2020
275,MT- GREAT FALLS,80.0,0,0,0,80.0,80.37,0 [0 - 0],80.0% [80.0% - 80.37%],05-12-2020
276,MT- MISSOULA,80.0,0,0,0,80.0,80.43,0 [0 - 0],80.0% [80.0% - 80.43%],05-12-2020
277,NE- LINCOLN,90.09,182,163,226,83.32,105.48,182 [163 - 226],90.09% [83.32% - 105.48%],05-12-2020
278,NE- OMAHA,92.47,678,619,769,85.05,103.72,678 [619 - 769],92.47% [85.05% - 103.72%],05-12-2020
279,NV- LAS VEGAS,85.81,232,212,289,82.3,94.97,232 [212 - 289],85.81% [82.3% - 94.97%],05-12-2020
280,NV- RENO,83.03,56,50,73,80.62,88.64,56 [50 - 73],83.03% [80.62% - 88.64%],05-12-2020
281,NH- LEBANON,81.39,11,10,15,80.0,83.81,11 [10 - 15],81.39% [80.0% - 83.81%],05-12-2020
282,NH- MANCHESTER,82.21,42,38,50,80.61,84.96,42 [38 - 50],82.21% [80.61% - 84.96%],05-12-2020
283,NJ- CAMDEN,81.95,152,136,194,80.55,85.6,152 [136 - 194],81.95% [80.55% - 85.6%],05-12-2020
284,NJ- HACKENSACK,83.59,131,119,165,81.29,89.6,131 [119 - 165],83.59% [81.29% - 89.6%],05-12-2020
285,NJ- MORRISTOWN,84.53,83,76,108,81.66,93.12,83 [76 - 108],84.53% [81.66% - 93.12%],05-12-2020
288,NJ- NEW BRUNSWICK,83.01,81,74,104,81.01,88.57,81 [74 - 104],83.01% [81.01% - 88.57%],05-12-2020
289,NJ- NEWARK,82.79,133,120,168,81.01,87.69,133 [120 - 168],82.79% [81.01% - 87.69%],05-12-2020
291,NJ- PATERSON,82.94,30,28,39,81.02,88.15,30 [28 - 39],82.94% [81.02% - 88.15%],05-12-2020
292,NJ- RIDGEWOOD,87.47,55,50,72,82.4,100.96,55 [50 - 72],87.47% [82.4% - 100.96%],05-12-2020
293,NM- ALBUQUERQUE,88.17,271,247,355,83.3,103.49,271 [247 - 355],88.17% [83.3% - 103.49%],05-12-2020
295,NY- ALBANY,83.29,158,138,232,80.69,93.61,158 [138 - 232],83.29% [80.69% - 93.61%],05-12-2020
296,NY- BINGHAMTON,81.17,7,6,13,80.0,85.49,7 [6 - 13],81.17% [80.0% - 85.49%],05-12-2020
297,NY- BRONX,86.13,220,197,290,81.82,98.95,220 [197 - 290],86.13% [81.82% - 98.95%],05-12-2020
299,NY- BUFFALO,80.92,31,27,49,80.28,84.14,31 [27 - 49],80.92% [80.28% - 84.14%],05-12-2020
300,NY- ELMIRA,80.68,7,6,11,80.0,83.71,7 [6 - 11],80.68% [80.0% - 83.71%],05-12-2020
301,NY- EAST LONG ISLAND,86.75,735,654,977,81.97,101.58,735 [654 - 977],86.75% [81.97% - 101.58%],05-12-2020
304,NY- ROCHESTER,80.86,24,22,42,80.34,85.17,24 [22 - 42],80.86% [80.34% - 85.17%],05-12-2020
307,NY- SYRACUSE,80.49,7,6,22,80.0,84.18,7 [6 - 22],80.49% [80.0% - 84.18%],05-12-2020
308,NY- WHITE PLAINS,85.55,161,145,211,81.89,96.77,161 [145 - 211],85.55% [81.89% - 96.77%],05-12-2020
309,NC- ASHEVILLE,81.19,17,15,29,80.32,85.06,17 [15 - 29],81.19% [80.32% - 85.06%],05-12-2020
311,NC- CHARLOTTE,86.36,364,331,444,82.47,94.68,364 [331 - 444],86.36% [82.47% - 94.68%],05-12-2020
312,NC- DURHAM,84.52,206,183,260,81.45,91.89,206 [183 - 260],84.52% [81.45% - 91.89%],05-12-2020
313,NC- GREENSBORO,84.48,77,70,98,81.78,91.43,77 [70 - 98],84.48% [81.78% - 91.43%],05-12-2020
314,NC- GREENVILLE,82.37,56,49,77,80.6,87.21,56 [49 - 77],82.37% [80.6% - 87.21%],05-12-2020
315,NC- HICKORY,84.07,26,23,34,80.8,90.03,26 [23 - 34],84.07% [80.8% - 90.03%],05-12-2020
318,NC- RALEIGH,89.02,379,342,477,83.16,103.23,379 [342 - 477],89.02% [83.16% - 103.23%],05-12-2020
319,NC- WILMINGTON,83.97,45,40,57,80.9,89.94,45 [40 - 57],83.97% [80.9% - 89.94%],05-12-2020
320,NC- WINSTON-SALEM,83.46,126,113,159,80.95,88.91,126 [113 - 159],83.46% [80.95% - 88.91%],05-12-2020
321,ND- BISMARCK,81.42,7,7,10,80.36,83.7,7 [7 - 10],81.42% [80.36% - 83.7%],05-12-2020
322,ND- FARGO MOORHEAD -MN,80.2,0,0,4,80.0,81.43,0 [0 - 4],80.2% [80.0% - 81.43%],05-12-2020
323,ND- GRAND FORKS,80.0,0,0,0,80.0,80.51,0 [0 - 0],80.0% [80.0% - 80.51%],05-12-2020
324,ND- MINOT,80.57,0,0,1,80.0,81.57,0 [0 - 1],80.57% [80.0% - 81.57%],05-12-2020
325,OH- AKRON,83.82,91,82,116,81.03,90.59,91 [82 - 116],83.82% [81.03% - 90.59%],05-12-2020
326,OH- CANTON,82.78,56,50,78,80.57,89.31,56 [50 - 78],82.78% [80.57% - 89.31%],05-12-2020
327,OH- CINCINNATI,81.79,84,77,118,80.67,86.26,84 [77 - 118],81.79% [80.67% - 86.26%],05-12-2020
328,OH- CLEVELAND,83.19,280,251,362,80.91,89.3,280 [251 - 362],83.19% [80.91% - 89.3%],05-12-2020
329,OH- COLUMBUS,81.33,119,106,168,80.26,84.79,119 [106 - 168],81.33% [80.26% - 84.79%],05-12-2020
330,OH- DAYTON,81.07,29,26,47,80.21,84.53,29 [26 - 47],81.07% [80.21% - 84.53%],05-12-2020
331,OH- ELYRIA,85.31,35,32,45,81.24,94.21,35 [32 - 45],85.31% [81.24% - 94.21%],05-12-2020
332,OH- KETTERING,82.01,21,19,28,80.52,85.71,21 [19 - 28],82.01% [80.52% - 85.71%],05-12-2020
334,OH- TOLEDO,81.27,49,44,66,80.26,83.94,49 [44 - 66],81.27% [80.26% - 83.94%],05-12-2020
335,OH- YOUNGSTOWN,82.18,52,48,66,80.88,85.69,52 [48 - 66],82.18% [80.88% - 85.69%],05-12-2020
336,OK- LAWTON,80.0,0,0,2,80.0,81.96,0 [0 - 2],80.0% [80.0% - 81.96%],05-12-2020
339,OK- OKLAHOMA CITY,81.95,126,115,181,80.64,87.4,126 [115 - 181],81.95% [80.64% - 87.4%],05-12-2020
340,OK- TULSA,81.13,56,51,81,80.28,84.36,56 [51 - 81],81.13% [80.28% - 84.36%],05-12-2020
341,OR- BEND,81.84,7,7,9,80.49,85.68,7 [7 - 9],81.84% [80.49% - 85.68%],05-12-2020
342,OR- EUGENE,81.91,21,19,27,80.6,85.02,21 [19 - 27],81.91% [80.6% - 85.02%],05-12-2020
343,OR- MEDFORD,81.02,7,7,10,80.21,83.01,7 [7 - 10],81.02% [80.21% - 83.01%],05-12-2020
344,OR- PORTLAND,82.5,128,117,161,80.94,86.57,128 [117 - 161],82.5% [80.94% - 86.57%],05-12-2020
345,OR- SALEM,83.26,14,13,17,80.69,88.72,14 [13 - 17],83.26% [80.69% - 88.72%],05-12-2020
346,PA- ALLENTOWN,83.49,105,96,138,81.2,90.55,105 [96 - 138],83.49% [81.2% - 90.55%],05-12-2020
347,PA- ALTOONA,80.0,0,0,2,80.0,81.73,0 [0 - 2],80.0% [80.0% - 81.73%],05-12-2020
350,PA- DANVILLE,80.05,0,0,6,80.0,82.37,0 [0 - 6],80.05% [80.0% - 82.37%],05-12-2020
351,PA- ERIE,80.41,7,7,11,80.0,81.57,7 [7 - 11],80.41% [80.0% - 81.57%],05-12-2020
352,PA- HARRISBURG,82.32,50,46,65,81.05,86.29,50 [46 - 65],82.32% [81.05% - 86.29%],05-12-2020
354,PA- JOHNSTOWN,80.02,0,0,1,80.0,81.62,0 [0 - 1],80.02% [80.0% - 81.62%],05-12-2020
355,PA- LANCASTER,83.01,35,33,47,81.43,89.32,35 [33 - 47],83.01% [81.43% - 89.32%],05-12-2020
356,PA- PHILADELPHIA,82.73,339,309,439,81.07,88.05,339 [309 - 439],82.73% [81.07% - 88.05%],05-12-2020
357,PA- PITTSBURGH,80.62,70,63,102,80.17,82.41,70 [63 - 102],80.62% [80.17% - 82.41%],05-12-2020
358,PA- READING,82.45,28,27,42,80.98,88.64,28 [27 - 42],82.45% [80.98% - 88.64%],05-12-2020
359,PA- SAYRE,80.0,0,0,3,80.0,84.46,0 [0 - 3],80.0% [80.0% - 84.46%],05-12-2020
360,PA- SCRANTON,82.36,14,13,23,80.79,88.39,14 [13 - 23],82.36% [80.79% - 88.39%],05-12-2020
362,PA- WILKES-BARRE,82.21,14,13,19,80.61,87.33,14 [13 - 19],82.21% [80.61% - 87.33%],05-12-2020
363,PA- YORK,83.88,29,27,36,81.68,89.15,29 [27 - 36],83.88% [81.68% - 89.15%],05-12-2020
364,RI- PROVIDENCE,90.9,336,308,408,84.6,105.61,336 [308 - 408],90.9% [84.6% - 105.61%],05-12-2020
365,SC- CHARLESTON,81.59,42,38,54,80.34,84.1,42 [38 - 54],81.59% [80.34% - 84.1%],05-12-2020
366,SC- COLUMBIA,82.45,91,81,113,80.43,86.38,91 [81 - 113],82.45% [80.43% - 86.38%],05-12-2020
367,SC- FLORENCE,81.02,7,7,13,80.0,83.36,7 [7 - 13],81.02% [80.0% - 83.36%],05-12-2020
368,SC- GREENVILLE,81.78,42,37,49,80.21,83.89,42 [37 - 49],81.78% [80.21% - 83.89%],05-12-2020
369,SC- SPARTANBURG,80.92,7,7,12,80.38,83.49,7 [7 - 12],80.92% [80.38% - 83.49%],05-12-2020
370,SD- RAPID CITY,81.21,7,6,10,80.0,83.05,7 [6 - 10],81.21% [80.0% - 83.05%],05-12-2020
371,SD- SIOUX FALLS,83.89,103,92,149,81.19,93.7,103 [92 - 149],83.89% [81.19% - 93.7%],05-12-2020
373,TN- CHATTANOOGA,80.41,8,7,13,80.13,81.96,8 [7 - 13],80.41% [80.13% - 81.96%],05-12-2020
374,TN- JACKSON,80.0,0,0,1,80.0,80.52,0 [0 - 1],80.0% [80.0% - 80.52%],05-12-2020
375,TN- JOHNSON CITY,80.63,0,0,3,80.0,82.45,0 [0 - 3],80.63% [80.0% - 82.45%],05-12-2020
376,TN- KINGSPORT,80.13,0,0,3,80.0,81.21,0 [0 - 3],80.13% [80.0% - 81.21%],05-12-2020
377,TN- KNOXVILLE,80.22,7,7,15,80.07,81.53,7 [7 - 15],80.22% [80.07% - 81.53%],05-12-2020
379,TN- MEMPHIS,81.01,63,58,93,80.38,84.05,63 [58 - 93],81.01% [80.38% - 84.05%],05-12-2020
380,TN- NASHVILLE,82.26,189,168,241,80.43,86.15,189 [168 - 241],82.26% [80.43% - 86.15%],05-12-2020
382,TX- ABILENE,80.01,0,0,1,80.0,80.75,0 [0 - 1],80.01% [80.0% - 80.75%],05-12-2020
383,TX- AMARILLO,80.01,0,0,1,80.0,80.8,0 [0 - 1],80.01% [80.0% - 80.8%],05-12-2020
385,TX- AUSTIN,84.52,155,139,182,81.2,89.58,155 [139 - 182],84.52% [81.2% - 89.58%],05-12-2020
386,TX- BEAUMONT,80.48,0,0,4,80.0,82.26,0 [0 - 4],80.48% [80.0% - 82.26%],05-12-2020
388,TX- BRYAN,82.46,10,9,14,80.98,85.88,10 [9 - 14],82.46% [80.98% - 85.88%],05-12-2020
390,TX- CORPUS CHRISTI,80.3,0,0,3,80.0,81.12,0 [0 - 3],80.3% [80.0% - 81.12%],05-12-2020
391,TX- DALLAS,83.13,380,339,449,80.83,86.73,380 [339 - 449],83.13% [80.83% - 86.73%],05-12-2020
393,TX- EL PASO,81.36,35,32,43,80.44,83.13,35 [32 - 43],81.36% [80.44% - 83.13%],05-12-2020
394,TX- FORT WORTH,83.24,157,140,186,80.82,86.89,157 [140 - 186],83.24% [80.82% - 86.89%],05-12-2020
396,TX- HARLINGEN,80.68,8,7,11,80.07,81.76,8 [7 - 11],80.68% [80.07% - 81.76%],05-12-2020
397,TX- HOUSTON,82.41,408,363,485,80.64,85.38,408 [363 - 485],82.41% [80.64% - 85.38%],05-12-2020
