date,Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,type
01-22-2020,0,0,0
05-02-2021,37,30,47
05-03-2021,38,30,49
05-04-2021,39,30,51
05-05-2021,40,31,53
05-06-2021,41,31,56
05-07-2021,42,31,58
05-08-2021,43,31,60
05-09-2021,45,31,62
05-10-2021,46,31,65
05-11-2021,46,31,68
05-12-2021,47,32,71
05-13-2021,49,33,72
05-14-2021,50,32,76
05-15-2021,50,32,78
05-16-2021,51,32,81
05-17-2021,52,32,84
05-18-2021,53,32,87
05-19-2021,54,32,90
05-20-2021,56,32,92
05-21-2021,56,32,95
05-22-2021,57,32,98
05-23-2021,58,32,100
05-24-2021,59,32,103
05-25-2021,60,33,106
05-26-2021,60,33,109
05-27-2021,61,32,111
05-28-2021,62,32,114
05-29-2021,63,32,116
05-30-2021,63,31,118
05-31-2021,65,31,120
06-01-2021,65,31,122
06-02-2021,66,30,125
06-03-2021,66,30,127
06-04-2021,67,30,129
06-05-2021,67,30,130
06-06-2021,67,29,131
06-07-2021,67,28,132
06-08-2021,67,28,133
06-09-2021,67,28,134
06-10-2021,67,28,134
06-11-2021,67,27,136
06-12-2021,67,27,136
06-13-2021,66,26,137
06-14-2021,66,25,136
06-15-2021,66,25,137
06-16-2021,65,24,136
06-17-2021,65,24,135
06-18-2021,64,23,134
06-19-2021,64,22,134
06-20-2021,63,22,134
06-21-2021,63,22,134
06-22-2021,62,21,133
06-23-2021,62,21,132
06-24-2021,61,20,132
06-25-2021,60,20,131
06-26-2021,59,19,130
06-27-2021,58,19,129
06-28-2021,58,18,127
06-29-2021,57,18,125
06-30-2021,56,18,125
07-01-2021,55,16,124
07-02-2021,54,16,123
07-03-2021,53,16,121
