date,Total Projected Demand (%),Total Hospitalizations (Median),Lower Hospitalization Bound,Upper Hospitalization Bound,Lower Projected Demand Bound,Upper Projected Demand Bound,Total Hospitalizations (Range),Total Projected Demand (Range),Max Occupied Beds,Lower Max Occupied Beds,Upper Max Occupied Beds,Type
04-24-2021,85.47,,,,,,,,979,,,actual
05-01-2021,84.87,,,,,,,,871,,,actual
05-08-2021,84.06,,,,,,,,727,,,actual
05-15-2021,81.41,386,367,403,81.26,81.55,386 [367 - 403],81.41% [81.26% - 81.55%],252,226,278,projected
05-22-2021,81.18,324,305,352,80.82,81.5,324 [305 - 352],81.18% [80.82% - 81.5%],212,147,268,projected
05-29-2021,81.03,314,295,368,80.63,81.78,314 [295 - 368],81.03% [80.63% - 81.78%],184,113,318,projected
06-05-2021,81.21,364,334,471,80.64,83.23,364 [334 - 471],81.21% [80.64% - 83.23%],216,115,578,projected
06-12-2021,81.63,478,429,684,80.7,85.74,478 [429 - 684],81.63% [80.7% - 85.74%],291,125,1027,projected
06-19-2021,82.45,706,624,966,80.79,87.69,706 [624 - 966],82.45% [80.79% - 87.69%],439,141,1377,projected
06-26-2021,83.53,1027,906,1424,81.01,91.64,1027 [906 - 1424],83.53% [81.01% - 91.64%],631,181,2083,projected
